locus_tag	ftype	length_bp	gene	EC_number	COG	product
GGCDANDK_00172	CDS	747	kipR_1		COG1414	HTH-type transcriptional regulator KipR
GGCDANDK_00173	CDS	387				hypothetical protein
GGCDANDK_00174	CDS	360				hypothetical protein
GGCDANDK_00175	CDS	741	ywaC_1	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
GGCDANDK_00176	CDS	579	yyaP_1		COG0262	putative protein YyaP
GGCDANDK_00177	CDS	591				hypothetical protein
GGCDANDK_00178	CDS	555				hypothetical protein
GGCDANDK_00179	CDS	369				hypothetical protein
GGCDANDK_00180	CDS	339				hypothetical protein
GGCDANDK_00181	CDS	534	ymdB	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
GGCDANDK_00182	CDS	1224			COG3177	putative protein
GGCDANDK_00183	CDS	801	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
GGCDANDK_00184	CDS	510				hypothetical protein
GGCDANDK_00185	CDS	1050				hypothetical protein
GGCDANDK_00186	CDS	1185	praI	1.14.13.33		4-hydroxybenzoate 3-monooxygenase (NAD(P)H)
GGCDANDK_00187	CDS	801	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
GGCDANDK_00188	CDS	573	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
GGCDANDK_00189	CDS	1404	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
GGCDANDK_00190	CDS	1299	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
GGCDANDK_00191	CDS	1203	ydhP_1		COG2814	Inner membrane transport protein YdhP
GGCDANDK_00192	CDS	1443	yhjE_2			Inner membrane metabolite transport protein YhjE
GGCDANDK_00193	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
GGCDANDK_00194	CDS	792	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
GGCDANDK_00195	CDS	783	glnQ_1			Glutamine transport ATP-binding protein GlnQ
GGCDANDK_00196	CDS	306				hypothetical protein
GGCDANDK_00197	CDS	909				hypothetical protein
GGCDANDK_00198	CDS	216				hypothetical protein
GGCDANDK_00199	CDS	483				hypothetical protein
GGCDANDK_00200	CDS	732	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
GGCDANDK_00201	CDS	867	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GGCDANDK_00202	CDS	720	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
GGCDANDK_00203	CDS	867	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
GGCDANDK_00204	CDS	1212	xylH		COG4214	Xylose transport system permease protein XylH
GGCDANDK_00205	CDS	825	frcA	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
GGCDANDK_00206	CDS	1095	xylF		COG4213	D-xylose-binding periplasmic protein
GGCDANDK_00207	CDS	1023	cra		COG1609	Catabolite repressor/activator
GGCDANDK_00208	CDS	2526	iucC	6.3.2.39	COG4264	Aerobactin synthase
GGCDANDK_00209	CDS	1536	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
GGCDANDK_00210	CDS	747	ddc_1	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
GGCDANDK_00211	CDS	861	ddc_2	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
GGCDANDK_00212	CDS	1527	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
GGCDANDK_00213	CDS	663				hypothetical protein
GGCDANDK_00214	CDS	999	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
GGCDANDK_00215	CDS	459				hypothetical protein
GGCDANDK_00216	CDS	1596				hypothetical protein
GGCDANDK_00217	CDS	396				hypothetical protein
GGCDANDK_00218	CDS	1146				hypothetical protein
GGCDANDK_00219	CDS	2580	pigC	6.4.-.-		Prodigiosin synthesizing transferase PigC
GGCDANDK_00220	CDS	471				hypothetical protein
GGCDANDK_00221	CDS	384				hypothetical protein
GGCDANDK_00222	CDS	1422	ytrF_1		COG0577	ABC transporter permease YtrF
GGCDANDK_00223	CDS	786	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
GGCDANDK_00224	CDS	1593	groL1_1			60 kDa chaperonin 1
GGCDANDK_00225	CDS	294	groS_1		COG0234	10 kDa chaperonin
GGCDANDK_00226	CDS	1260	rpf2	3.-.-.-	COG3583	Resuscitation-promoting factor Rpf2
GGCDANDK_00227	CDS	921	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
GGCDANDK_00228	CDS	1722	metG	6.1.1.10		Methionine--tRNA ligase
GGCDANDK_00229	CDS	1062				hypothetical protein
GGCDANDK_00230	CDS	957	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
GGCDANDK_00231	CDS	465				hypothetical protein
GGCDANDK_00232	CDS	432				hypothetical protein
GGCDANDK_00233	CDS	711				hypothetical protein
GGCDANDK_00234	CDS	1950	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
GGCDANDK_00235	CDS	1275	neuA	2.7.7.43	COG1083	N-acylneuraminate cytidylyltransferase
GGCDANDK_00236	CDS	888	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
GGCDANDK_00237	CDS	972	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
GGCDANDK_00238	CDS	1506				hypothetical protein
GGCDANDK_00239	CDS	999				hypothetical protein
GGCDANDK_00240	CDS	1263				hypothetical protein
GGCDANDK_00241	CDS	513				hypothetical protein
GGCDANDK_00242	CDS	1368				hypothetical protein
GGCDANDK_00243	CDS	882				hypothetical protein
GGCDANDK_00244	CDS	969	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GGCDANDK_00245	CDS	675	metI		COG2011	D-methionine transport system permease protein MetI
GGCDANDK_00246	CDS	837	metQ		COG1464	Methionine-binding lipoprotein MetQ
GGCDANDK_00247	CDS	774	proC_1	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
GGCDANDK_00248	CDS	564				hypothetical protein
GGCDANDK_00249	CDS	1791	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
GGCDANDK_00250	CDS	948	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
GGCDANDK_00251	CDS	1182				hypothetical protein
GGCDANDK_00252	CDS	303				hypothetical protein
GGCDANDK_00253	CDS	1212	lhgO_1	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
GGCDANDK_00254	CDS	711	rspR_1		COG1802	HTH-type transcriptional repressor RspR
GGCDANDK_00255	CDS	1602	dgt_1		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
GGCDANDK_00256	CDS	543				hypothetical protein
GGCDANDK_00257	CDS	696				hypothetical protein
GGCDANDK_00258	CDS	321				hypothetical protein
GGCDANDK_00259	CDS	501	cas9	3.1.-.-		CRISPR-associated endonuclease Cas9
GGCDANDK_00260	CDS	1065				Universal stress protein
GGCDANDK_00261	CDS	627				hypothetical protein
GGCDANDK_00262	CDS	429				hypothetical protein
GGCDANDK_00263	CDS	867				hypothetical protein
GGCDANDK_00264	tRNA	76				tRNA-Arg(cct)
GGCDANDK_00265	CDS	5157				hypothetical protein
GGCDANDK_00266	CDS	195				hypothetical protein
GGCDANDK_00267	CDS	477	mscL		COG1970	Large-conductance mechanosensitive channel
GGCDANDK_00268	CDS	630				hypothetical protein
GGCDANDK_00269	CDS	336				hypothetical protein
GGCDANDK_00270	CDS	675		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
GGCDANDK_00271	CDS	921	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GGCDANDK_00272	CDS	597	ydaF_2	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
GGCDANDK_00273	CDS	1899				hypothetical protein
GGCDANDK_00274	CDS	513				hypothetical protein
GGCDANDK_00275	CDS	786	pcaR		COG1414	Pca regulon regulatory protein
GGCDANDK_00276	CDS	1365	proP_1			Proline/betaine transporter
GGCDANDK_00277	CDS	987	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
GGCDANDK_00278	CDS	1458	sad	1.2.1.16		Succinate-semialdehyde dehydrogenase
GGCDANDK_00279	CDS	681				hypothetical protein
GGCDANDK_00280	CDS	498				hypothetical protein
GGCDANDK_00281	CDS	327				hypothetical protein
GGCDANDK_00282	CDS	588	wecD_2	2.3.1.210		dTDP-fucosamine acetyltransferase
GGCDANDK_00283	CDS	240				hypothetical protein
GGCDANDK_00284	CDS	1419				hypothetical protein
GGCDANDK_00285	CDS	1404	soxA_1	1.5.3.1		Monomeric sarcosine oxidase
GGCDANDK_00286	CDS	1104				hypothetical protein
GGCDANDK_00287	CDS	900				putative HTH-type transcriptional regulator
GGCDANDK_00288	CDS	1194	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
GGCDANDK_00289	CDS	570				hypothetical protein
GGCDANDK_00290	CDS	759	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
GGCDANDK_00291	CDS	1632		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GGCDANDK_00292	CDS	966				hypothetical protein
GGCDANDK_00293	CDS	1128	mobA_2	1.14.13.23	COG0654	3-hydroxybenzoate 4-monooxygenase
GGCDANDK_00294	CDS	342				hypothetical protein
GGCDANDK_00295	CDS	807	allR_1		COG1414	HTH-type transcriptional repressor AllR
GGCDANDK_00296	CDS	837				hypothetical protein
GGCDANDK_00297	CDS	936	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
GGCDANDK_00298	CDS	354				hypothetical protein
GGCDANDK_00299	CDS	1380	gabD1_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
GGCDANDK_00300	CDS	1380	atoE		COG2031	Putative short-chain fatty acid transporter
GGCDANDK_00301	CDS	2070	betT_1		COG1292	High-affinity choline transport protein
GGCDANDK_00302	CDS	858	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
GGCDANDK_00303	CDS	627	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
GGCDANDK_00304	CDS	444	nudC_1	3.6.1.22		NADH pyrophosphatase
GGCDANDK_00305	CDS	480				hypothetical protein
GGCDANDK_00306	CDS	669				hypothetical protein
GGCDANDK_00307	CDS	1002	birA_1	6.3.4.15		Bifunctional ligase/repressor BirA
GGCDANDK_00308	CDS	1170				hypothetical protein
GGCDANDK_00309	CDS	225				hypothetical protein
GGCDANDK_00310	CDS	621				hypothetical protein
GGCDANDK_00311	CDS	939				hypothetical protein
GGCDANDK_00312	CDS	1206				hypothetical protein
GGCDANDK_00313	CDS	372	sdpR_1		COG0640	Transcriptional repressor SdpR
GGCDANDK_00314	CDS	489				hypothetical protein
GGCDANDK_00315	CDS	1428	emrB			Multidrug export protein EmrB
GGCDANDK_00316	CDS	366	ehpR			Phenazine antibiotic resistance protein EhpR
GGCDANDK_00317	CDS	516				hypothetical protein
GGCDANDK_00318	CDS	474				hypothetical protein
GGCDANDK_00319	CDS	1008	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
GGCDANDK_00320	CDS	693	rspR_2		COG1802	HTH-type transcriptional repressor RspR
GGCDANDK_00321	CDS	1335	rfnT_1			Riboflavin transporter RfnT
GGCDANDK_00322	CDS	651				hypothetical protein
GGCDANDK_00323	CDS	960				hypothetical protein
GGCDANDK_00324	CDS	891	gltC_1			HTH-type transcriptional regulator GltC
GGCDANDK_00325	CDS	717	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
GGCDANDK_00326	CDS	798				hypothetical protein
GGCDANDK_00327	CDS	654				hypothetical protein
GGCDANDK_00328	CDS	1149				hypothetical protein
GGCDANDK_00329	CDS	891				hypothetical protein
GGCDANDK_00330	CDS	510		3.1.2.-	COG2050	Putative esterase
GGCDANDK_00331	CDS	435		3.1.2.-	COG2050	Putative esterase
GGCDANDK_00332	CDS	522			COG1733	putative HTH-type transcriptional regulator
GGCDANDK_00333	CDS	1170	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
GGCDANDK_00334	CDS	441				hypothetical protein
GGCDANDK_00335	CDS	1608	mdlC	4.1.1.7		Benzoylformate decarboxylase
GGCDANDK_00336	CDS	417	aseR		COG0640	HTH-type transcriptional repressor AseR
GGCDANDK_00337	CDS	1119	acr3		COG0798	Arsenical-resistance protein Acr3
GGCDANDK_00338	CDS	417	arsC2	2.8.4.2	COG0394	Arsenate-mycothiol transferase ArsC2
GGCDANDK_00339	CDS	1515		1.18.1.2		Ferredoxin--NADP reductase
GGCDANDK_00340	CDS	432	arsC1	2.8.4.2	COG0394	Arsenate-mycothiol transferase ArsC1
GGCDANDK_00341	CDS	639				hypothetical protein
GGCDANDK_00342	CDS	957	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
GGCDANDK_00343	CDS	465	catD_2	1.-.-.-	COG2259	Putative oxidoreductase CatD
GGCDANDK_00344	CDS	567		1.5.1.45	COG0431	NAD(P)H-dependent FAD/FMN reductase
GGCDANDK_00345	CDS	1188	luxA_2	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
GGCDANDK_00346	CDS	450			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
GGCDANDK_00347	CDS	945				hypothetical protein
GGCDANDK_00348	CDS	606	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
GGCDANDK_00349	CDS	882	fdhD		COG1526	Sulfur carrier protein FdhD
GGCDANDK_00350	CDS	1269				hypothetical protein
GGCDANDK_00351	CDS	1845	csbC			putative metabolite transport protein CsbC
GGCDANDK_00352	CDS	729				hypothetical protein
GGCDANDK_00353	CDS	441				hypothetical protein
GGCDANDK_00354	CDS	1482				hypothetical protein
GGCDANDK_00355	CDS	360				hypothetical protein
GGCDANDK_00356	CDS	375				hypothetical protein
GGCDANDK_00357	CDS	1296				hypothetical protein
GGCDANDK_00358	CDS	2016			COG0661	putative protein
GGCDANDK_00359	CDS	228				hypothetical protein
GGCDANDK_00360	CDS	426	fitB	3.1.-.-		Toxin FitB
GGCDANDK_00361	CDS	654				hypothetical protein
GGCDANDK_00362	CDS	1278	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
