locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHGJPHMH_00154	CDS	2808				hypothetical protein
IHGJPHMH_00155	tRNA	72				tRNA-Arg(tcg)
IHGJPHMH_00156	CDS	1164	lgoT			putative L-galactonate transporter
IHGJPHMH_00157	CDS	1278				hypothetical protein
IHGJPHMH_00158	CDS	3375	smc_1			Chromosome partition protein Smc
IHGJPHMH_00159	CDS	717				hypothetical protein
IHGJPHMH_00160	CDS	1464				putative protein/MSMEI_1241
IHGJPHMH_00161	CDS	1032				hypothetical protein
IHGJPHMH_00162	CDS	414				hypothetical protein
IHGJPHMH_00163	CDS	993	ansA	3.5.1.1	COG0252	putative L-asparaginase
IHGJPHMH_00164	CDS	1023	curA_1	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
IHGJPHMH_00165	CDS	849				hypothetical protein
IHGJPHMH_00166	CDS	960				hypothetical protein
IHGJPHMH_00167	CDS	540				hypothetical protein
IHGJPHMH_00168	CDS	786				hypothetical protein
IHGJPHMH_00169	CDS	984				hypothetical protein
IHGJPHMH_00170	CDS	645	nreC_1		COG2197	Oxygen regulatory protein NreC
IHGJPHMH_00171	CDS	2052	nreB_1	2.7.13.3		Oxygen sensor histidine kinase NreB
IHGJPHMH_00172	CDS	1278	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
IHGJPHMH_00173	CDS	453			COG0640	HTH-type transcriptional regulator
IHGJPHMH_00174	CDS	429				hypothetical protein
IHGJPHMH_00175	CDS	1533				hypothetical protein
IHGJPHMH_00176	CDS	1032		1.13.12.-	COG2070	Putative monooxygenase
IHGJPHMH_00177	CDS	339				hypothetical protein
IHGJPHMH_00178	CDS	663				hypothetical protein
IHGJPHMH_00179	CDS	588	sdpA			Sporulation-delaying protein SdpA
IHGJPHMH_00180	CDS	972	sdpB_1			Sporulation-delaying protein SdpB
IHGJPHMH_00181	CDS	318				hypothetical protein
IHGJPHMH_00182	CDS	150				hypothetical protein
IHGJPHMH_00183	CDS	213				hypothetical protein
IHGJPHMH_00184	CDS	654				hypothetical protein
IHGJPHMH_00185	CDS	861				hypothetical protein
IHGJPHMH_00186	CDS	318				hypothetical protein
IHGJPHMH_00187	CDS	624	degU_1		COG2197	Transcriptional regulatory protein DegU
IHGJPHMH_00188	CDS	219				hypothetical protein
IHGJPHMH_00189	CDS	978				hypothetical protein
IHGJPHMH_00190	CDS	2013	desK_1	2.7.13.3	COG4585	Sensor histidine kinase DesK
IHGJPHMH_00191	CDS	1050				hypothetical protein
IHGJPHMH_00192	CDS	1386	narX_1	2.7.13.3		Nitrate/nitrite sensor protein NarX
IHGJPHMH_00193	CDS	663	liaR_2		COG2197	Transcriptional regulatory protein LiaR
IHGJPHMH_00194	CDS	762		1.-.-.-		putative oxidoreductase
IHGJPHMH_00195	CDS	684	chrR_1	1.6.5.2	COG0431	Quinone reductase
IHGJPHMH_00196	CDS	663	kstR2_1			HTH-type transcriptional repressor KstR2
IHGJPHMH_00197	CDS	1833	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
IHGJPHMH_00198	CDS	1011	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
IHGJPHMH_00199	CDS	1092	dppB		COG0601	Dipeptide transport system permease protein DppB
IHGJPHMH_00200	CDS	1632	oppA		COG4166	Oligopeptide-binding protein OppA
IHGJPHMH_00201	CDS	1539	acp			Sodium/proton-dependent alanine carrier protein
IHGJPHMH_00202	CDS	1023	fba	4.1.2.13		Fructose-bisphosphate aldolase
IHGJPHMH_00203	CDS	1881	betL		COG1292	Glycine betaine transporter BetL
IHGJPHMH_00204	CDS	1341				hypothetical protein
IHGJPHMH_00205	CDS	489				hypothetical protein
IHGJPHMH_00206	CDS	351			COG0640	HTH-type transcriptional regulator
IHGJPHMH_00207	CDS	774	betI_2			HTH-type transcriptional regulator BetI
IHGJPHMH_00208	CDS	996	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
IHGJPHMH_00209	CDS	1707				hypothetical protein
IHGJPHMH_00210	CDS	729				hypothetical protein
IHGJPHMH_00211	CDS	135				hypothetical protein
IHGJPHMH_00212	CDS	540				hypothetical protein
IHGJPHMH_00213	CDS	636				hypothetical protein
IHGJPHMH_00214	CDS	915				hypothetical protein
IHGJPHMH_00215	CDS	225				hypothetical protein
IHGJPHMH_00216	CDS	321				hypothetical protein
IHGJPHMH_00217	CDS	258				hypothetical protein
IHGJPHMH_00218	CDS	327				hypothetical protein
IHGJPHMH_00219	CDS	213				hypothetical protein
IHGJPHMH_00220	CDS	321				hypothetical protein
IHGJPHMH_00221	CDS	342				hypothetical protein
IHGJPHMH_00222	CDS	591				hypothetical protein
IHGJPHMH_00223	CDS	333				hypothetical protein
IHGJPHMH_00224	CDS	255				hypothetical protein
IHGJPHMH_00225	CDS	249				hypothetical protein
IHGJPHMH_00226	CDS	1194	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
IHGJPHMH_00227	CDS	843		3.1.1.99		6-deoxy-6-sulfogluconolactonase
IHGJPHMH_00228	CDS	663	kstR2_2			HTH-type transcriptional repressor KstR2
IHGJPHMH_00229	CDS	1296	paaK	6.2.1.30		Phenylacetate-coenzyme A ligase
IHGJPHMH_00230	CDS	504	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
IHGJPHMH_00231	CDS	978	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
IHGJPHMH_00232	CDS	327	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
IHGJPHMH_00233	CDS	969	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
IHGJPHMH_00234	CDS	549	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
IHGJPHMH_00235	CDS	1155	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
IHGJPHMH_00236	CDS	1167	pcaF	2.3.1.174		Beta-ketoadipyl-CoA thiolase
IHGJPHMH_00237	CDS	828	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
IHGJPHMH_00238	CDS	897	hbd_1	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
IHGJPHMH_00239	CDS	777	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
IHGJPHMH_00240	CDS	594	ydhK			putative protein YdhK
IHGJPHMH_00241	CDS	486				hypothetical protein
IHGJPHMH_00242	CDS	804	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
IHGJPHMH_00243	CDS	687				hypothetical protein
IHGJPHMH_00244	CDS	171				hypothetical protein
IHGJPHMH_00245	CDS	1374	yhjX_1			putative MFS-type transporter YhjX
IHGJPHMH_00246	CDS	786	surA	5.2.1.8		Chaperone SurA
IHGJPHMH_00247	CDS	357				hypothetical protein
IHGJPHMH_00248	CDS	549	yyaP_2		COG0262	putative protein YyaP
IHGJPHMH_00249	CDS	1224	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
IHGJPHMH_00250	CDS	1215	fdhA_1	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
IHGJPHMH_00251	CDS	942	hcaR_1			Hca operon transcriptional activator HcaR
IHGJPHMH_00252	CDS	1353	antA	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
IHGJPHMH_00253	CDS	966	kshB_1	1.14.13.142		3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
IHGJPHMH_00254	CDS	519	prmB_1	1.18.1.-	COG0543	Propane 2-monooxygenase, reductase component
IHGJPHMH_00255	CDS	2550	dmg_1	1.5.3.10		Dimethylglycine oxidase
IHGJPHMH_00256	CDS	1164	fadI_1	2.3.1.16		3-ketoacyl-CoA thiolase
IHGJPHMH_00257	CDS	1638	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IHGJPHMH_00258	CDS	852	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
IHGJPHMH_00259	CDS	1053	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
IHGJPHMH_00260	CDS	564	dctQ_1		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
IHGJPHMH_00261	CDS	1587	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IHGJPHMH_00262	CDS	768	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IHGJPHMH_00263	CDS	834				hypothetical protein
IHGJPHMH_00264	CDS	930				hypothetical protein
IHGJPHMH_00265	CDS	894	kipR_1		COG1414	HTH-type transcriptional regulator KipR
IHGJPHMH_00266	CDS	696				hypothetical protein
IHGJPHMH_00267	CDS	108				hypothetical protein
IHGJPHMH_00268	CDS	1560	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
IHGJPHMH_00269	CDS	522				hypothetical protein
IHGJPHMH_00270	CDS	414				hypothetical protein
IHGJPHMH_00271	CDS	654				hypothetical protein
IHGJPHMH_00272	CDS	696				hypothetical protein
IHGJPHMH_00273	CDS	1806	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
IHGJPHMH_00274	CDS	684	rspR_1		COG1802	HTH-type transcriptional repressor RspR
IHGJPHMH_00275	CDS	474	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IHGJPHMH_00276	CDS	1200	cysM	2.5.1.47	COG0031	Cysteine synthase B
IHGJPHMH_00277	CDS	495				hypothetical protein
IHGJPHMH_00278	CDS	357	sdpR_1		COG0640	Transcriptional repressor SdpR
IHGJPHMH_00279	CDS	1500	yhdG_2		COG0531	putative amino acid permease YhdG
IHGJPHMH_00280	CDS	915			COG0589	Universal stress protein
IHGJPHMH_00281	CDS	852		4.3.2.3		Ureidoglycolate lyase
	repeat_region	335				
IHGJPHMH_00282	CDS	1248	smtA	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase alpha subunit
IHGJPHMH_00283	CDS	921	ccl_1	4.1.3.46	COG0119	(R)-citramalyl-CoA lyase
IHGJPHMH_00284	CDS	1260	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
IHGJPHMH_00285	CDS	1062				hypothetical protein
IHGJPHMH_00286	CDS	573				hypothetical protein
IHGJPHMH_00287	CDS	1515				hypothetical protein
IHGJPHMH_00288	CDS	732				hypothetical protein
IHGJPHMH_00289	CDS	552	yyaP_3		COG0262	putative protein YyaP
IHGJPHMH_00290	CDS	330	ycnE_1	1.-.-.-	COG1359	Putative monooxygenase YcnE
IHGJPHMH_00291	CDS	786	budC	1.1.1.76		L-2,3-butanediol dehydrogenase
IHGJPHMH_00292	CDS	759	pcaR_1		COG1414	Pca regulon regulatory protein
IHGJPHMH_00293	CDS	576				hypothetical protein
IHGJPHMH_00294	CDS	1605	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
IHGJPHMH_00295	CDS	2889			COG0247	putative protein
IHGJPHMH_00296	CDS	759	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
IHGJPHMH_00297	CDS	1119	adhD_1	1.1.1.1	COG1062	Putative alcohol dehydrogenase D
IHGJPHMH_00298	CDS	708	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
IHGJPHMH_00299	CDS	1680	phnE		COG3639	Phosphate-import permease protein PhnE
IHGJPHMH_00300	CDS	876	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
IHGJPHMH_00301	CDS	942	phnD		COG3221	Phosphate-import protein PhnD
IHGJPHMH_00302	CDS	1134	dadA_1	1.4.99.-		D-amino acid dehydrogenase
IHGJPHMH_00303	CDS	768	yvoA_1		COG2188	HTH-type transcriptional repressor YvoA
IHGJPHMH_00304	CDS	1398	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
IHGJPHMH_00305	CDS	708		1.-.-.-		putative oxidoreductase
IHGJPHMH_00306	CDS	414				hypothetical protein
IHGJPHMH_00307	CDS	945		1.1.1.81	COG0111	Hydroxypyruvate reductase
IHGJPHMH_00308	CDS	852	dkgB	1.1.1.274		2,5-diketo-D-gluconic acid reductase B
IHGJPHMH_00309	CDS	675				putative HTH-type transcriptional regulator
IHGJPHMH_00310	CDS	948				hypothetical protein
IHGJPHMH_00311	CDS	1980	apc4	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
IHGJPHMH_00312	CDS	2088	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
IHGJPHMH_00313	CDS	1272	pucR_2		COG2508	Purine catabolism regulatory protein
IHGJPHMH_00314	CDS	393				hypothetical protein
IHGJPHMH_00315	CDS	450				hypothetical protein
IHGJPHMH_00316	CDS	2322	ydgH		COG2409	Putative membrane protein YdgH
IHGJPHMH_00317	CDS	375				hypothetical protein
IHGJPHMH_00318	CDS	1044		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
IHGJPHMH_00319	CDS	369	yjdJ		COG2388	putative protein YjdJ
IHGJPHMH_00320	CDS	483				hypothetical protein
IHGJPHMH_00321	CDS	1017	ltaA	4.1.2.49		L-allo-threonine aldolase
IHGJPHMH_00322	CDS	1122	ynfM_1			Inner membrane transport protein YnfM
IHGJPHMH_00323	CDS	384			COG0251	RutC family protein
IHGJPHMH_00324	CDS	474				hypothetical protein
IHGJPHMH_00325	CDS	1311	mntH_1		COG1914	Divalent metal cation transporter MntH
IHGJPHMH_00326	CDS	960	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
IHGJPHMH_00327	CDS	1182			COG1680	putative protein
IHGJPHMH_00328	CDS	1035				hypothetical protein
IHGJPHMH_00329	CDS	1026	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
IHGJPHMH_00330	CDS	486	adhR		COG0789	HTH-type transcriptional regulator AdhR
IHGJPHMH_00331	CDS	564	yyaP_4		COG0262	putative protein YyaP
IHGJPHMH_00332	CDS	207				hypothetical protein
IHGJPHMH_00333	CDS	273				hypothetical protein
IHGJPHMH_00334	CDS	312				hypothetical protein
IHGJPHMH_00335	CDS	225				hypothetical protein
IHGJPHMH_00336	CDS	123				hypothetical protein
IHGJPHMH_00337	CDS	1113	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IHGJPHMH_00338	CDS	138				hypothetical protein
IHGJPHMH_00339	CDS	573	dctQ_2		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
IHGJPHMH_00340	CDS	1044	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
IHGJPHMH_00341	CDS	681	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
IHGJPHMH_00342	CDS	1188	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
IHGJPHMH_00343	CDS	1716	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
IHGJPHMH_00344	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
