locus_tag	ftype	length_bp	gene	EC_number	COG	product
NGPGJBKC_00049	CDS	816				hypothetical protein
NGPGJBKC_00050	CDS	918				hypothetical protein
NGPGJBKC_00051	CDS	1368	ask	2.7.2.4	COG0527	Aspartokinase
NGPGJBKC_00052	CDS	1194	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
NGPGJBKC_00053	CDS	930				HTH-type transcriptional repressor
NGPGJBKC_00054	CDS	1119				hypothetical protein
NGPGJBKC_00055	CDS	2043	oatA_1	2.3.1.-		O-acetyltransferase OatA
NGPGJBKC_00056	CDS	948				hypothetical protein
NGPGJBKC_00057	CDS	270				hypothetical protein
NGPGJBKC_00058	CDS	177				hypothetical protein
NGPGJBKC_00059	CDS	975	lacF_1			Lactose transport system permease protein LacF
NGPGJBKC_00060	CDS	1308				hypothetical protein
NGPGJBKC_00061	CDS	1005	axeA_1	3.1.1.41	COG3458	Cephalosporin-C deacetylase
NGPGJBKC_00062	CDS	1233	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
NGPGJBKC_00063	CDS	690				Bifunctional NMN adenylyltransferase/Nudix hydrolase
NGPGJBKC_00064	CDS	1008	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
NGPGJBKC_00065	CDS	450				hypothetical protein
NGPGJBKC_00066	CDS	1260	bcr_1			Bicyclomycin resistance protein
NGPGJBKC_00067	CDS	936	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
NGPGJBKC_00068	CDS	1041	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
NGPGJBKC_00069	CDS	129				hypothetical protein
NGPGJBKC_00070	CDS	1725	putP_1		COG0591	High-affinity proline transporter PutP
NGPGJBKC_00071	CDS	897	dcsG	6.3.3.5		Cycloserine biosynthesis protein DcsG
NGPGJBKC_00072	CDS	2085		3.2.1.23		Beta-galactosidase
NGPGJBKC_00073	CDS	1056	axeA_2	3.1.1.41	COG3458	Cephalosporin-C deacetylase
NGPGJBKC_00074	CDS	1050	cytR_1		COG1609	HTH-type transcriptional repressor CytR
NGPGJBKC_00075	CDS	927	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
NGPGJBKC_00076	CDS	975	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
NGPGJBKC_00077	CDS	1674	lipO_1		COG1653	Lipoprotein LipO
NGPGJBKC_00078	CDS	702				hypothetical protein
NGPGJBKC_00079	CDS	1254	rsgI6	3.2.1.8		Anti-sigma-I factor RsgI6
NGPGJBKC_00080	CDS	2388	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
NGPGJBKC_00081	CDS	1398	xylB_1	2.7.1.17	COG1070	Xylulose kinase
NGPGJBKC_00082	CDS	1194	xylA_1	5.3.1.5		Xylose isomerase
NGPGJBKC_00083	CDS	1170	nagC_1		COG1940	N-acetylglucosamine repressor
NGPGJBKC_00084	CDS	1272	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
NGPGJBKC_00085	CDS	816				hypothetical protein
NGPGJBKC_00086	CDS	1122	afr_1	1.1.1.292		1,5-anhydro-D-fructose reductase
NGPGJBKC_00087	CDS	1005				hypothetical protein
NGPGJBKC_00088	CDS	588				hypothetical protein
NGPGJBKC_00089	CDS	1572	yidE			Putative transport protein YidE
NGPGJBKC_00090	CDS	726				hypothetical protein
NGPGJBKC_00091	CDS	1155	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
NGPGJBKC_00092	CDS	1089	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
NGPGJBKC_00093	CDS	1317	lacE_1			Lactose-binding protein
NGPGJBKC_00094	CDS	960	araP_1		COG1175	L-arabinose transport system permease protein AraP
NGPGJBKC_00095	CDS	822	sugB_2		COG0395	Trehalose transport system permease protein SugB
NGPGJBKC_00096	CDS	108				hypothetical protein
NGPGJBKC_00097	CDS	2181				hypothetical protein
NGPGJBKC_00098	CDS	939	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
NGPGJBKC_00099	CDS	357				hypothetical protein
NGPGJBKC_00100	CDS	768				hypothetical protein
NGPGJBKC_00101	CDS	786				hypothetical protein
NGPGJBKC_00102	CDS	537	cypB	5.2.1.8		Peptidyl-prolyl cis-trans isomerase B
NGPGJBKC_00103	CDS	2355	ydfJ_1		COG2409	Membrane protein YdfJ
NGPGJBKC_00104	CDS	1182				hypothetical protein
NGPGJBKC_00105	CDS	918	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
NGPGJBKC_00106	CDS	630	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
NGPGJBKC_00107	CDS	654		2.8.3.-	COG1670	Putative succinyl-CoA transferase
NGPGJBKC_00108	CDS	516				hypothetical protein
NGPGJBKC_00109	CDS	669				hypothetical protein
NGPGJBKC_00110	CDS	1149				hypothetical protein
NGPGJBKC_00111	CDS	285				hypothetical protein
NGPGJBKC_00112	CDS	1818			COG1132	putative ABC transporter ATP-binding protein
NGPGJBKC_00113	CDS	1974		3.6.3.-		Putative multidrug export ATP-binding/permease protein
NGPGJBKC_00114	CDS	168				hypothetical protein
NGPGJBKC_00115	CDS	567				hypothetical protein
NGPGJBKC_00116	CDS	654				hypothetical protein
NGPGJBKC_00117	CDS	540				hypothetical protein
NGPGJBKC_00118	CDS	1800	ectP		COG1292	Ectoine/glycine betaine/proline transporter EctP
NGPGJBKC_00119	CDS	1011	panS		COG0385	Pantothenate precursors transporter PanS
NGPGJBKC_00120	CDS	1506	gshA	6.3.2.2		Glutamate--cysteine ligase
NGPGJBKC_00121	CDS	1212	andAa_1	1.18.1.3		Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component
NGPGJBKC_00122	CDS	1572	yhjX			putative MFS-type transporter YhjX
NGPGJBKC_00123	CDS	1530				hypothetical protein
NGPGJBKC_00124	CDS	759				hypothetical protein
NGPGJBKC_00125	CDS	984				hypothetical protein
NGPGJBKC_00126	CDS	1461	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
NGPGJBKC_00127	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
NGPGJBKC_00128	CDS	729				hypothetical protein
NGPGJBKC_00129	CDS	1428	proP_1			Proline/betaine transporter
NGPGJBKC_00130	CDS	687				hypothetical protein
NGPGJBKC_00131	CDS	1347	nadA	2.5.1.72	COG0379	Quinolinate synthase A
NGPGJBKC_00132	CDS	762				hypothetical protein
NGPGJBKC_00133	CDS	627				hypothetical protein
NGPGJBKC_00134	CDS	318	tatA			Sec-independent protein translocase protein TatA
NGPGJBKC_00135	CDS	873	tatC		COG0805	Sec-independent protein translocase protein TatC
NGPGJBKC_00136	CDS	942	dagK_1	2.7.1.107		Diacylglycerol kinase
NGPGJBKC_00137	CDS	978				hypothetical protein
NGPGJBKC_00138	CDS	705				hypothetical protein
NGPGJBKC_00139	CDS	1818	irtA_1	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
NGPGJBKC_00140	CDS	1740	irtB	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
NGPGJBKC_00141	CDS	1263	tetA			Tetracycline resistance protein, class C
NGPGJBKC_00142	CDS	1740	mviN_1		COG0728	putative peptidoglycan biosynthesis protein MviN
NGPGJBKC_00143	CDS	2481				hypothetical protein
NGPGJBKC_00144	CDS	1479	cca	2.7.7.72		CCA-adding enzyme
NGPGJBKC_00145	CDS	2574	ponA1		COG0744	Penicillin-binding protein 1A
NGPGJBKC_00146	CDS	1497	petC	1.10.9.1		Cytochrome b6-f complex iron-sulfur subunit
NGPGJBKC_00147	CDS	204				hypothetical protein
NGPGJBKC_00148	CDS	867				hypothetical protein
NGPGJBKC_00149	CDS	2220	katE	1.11.1.6	COG0753	Catalase HPII
NGPGJBKC_00150	CDS	1344	yhdG_1		COG0531	putative amino acid permease YhdG
NGPGJBKC_00151	CDS	1047	yfiY_1		COG0614	putative siderophore-binding lipoprotein YfiY
NGPGJBKC_00152	CDS	990	fepD_1		COG0609	Ferric enterobactin transport system permease protein FepD
NGPGJBKC_00153	CDS	987	fepG_1		COG4779	Ferric enterobactin transport system permease protein FepG
NGPGJBKC_00154	CDS	801	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
NGPGJBKC_00155	CDS	195				hypothetical protein
NGPGJBKC_00156	CDS	924	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
NGPGJBKC_00157	CDS	1104				hypothetical protein
NGPGJBKC_00158	CDS	291	rpsF		COG0360	30S ribosomal protein S6
NGPGJBKC_00159	CDS	549	ssb		COG0629	Single-stranded DNA-binding protein
NGPGJBKC_00160	CDS	237	rpsR2		COG0238	30S ribosomal protein S18 2
NGPGJBKC_00161	CDS	471	rplI		COG0359	50S ribosomal protein L9
NGPGJBKC_00162	CDS	285				hypothetical protein
NGPGJBKC_00163	CDS	1443	aroP		COG1113	Aromatic amino acid transport protein AroP
NGPGJBKC_00164	tRNA	86				tRNA-Leu(cag)
NGPGJBKC_00165	CDS	1113	corA		COG0598	Cobalt/magnesium transport protein CorA
NGPGJBKC_00166	CDS	828		3.1.1.23	COG2267	Monoacylglycerol lipase
NGPGJBKC_00167	CDS	1377	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
NGPGJBKC_00168	CDS	942		1.1.1.1		Alcohol dehydrogenase
NGPGJBKC_00169	CDS	549				hypothetical protein
NGPGJBKC_00170	CDS	1572				hypothetical protein
NGPGJBKC_00171	CDS	1227	fdhA_1	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
NGPGJBKC_00172	CDS	1062	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
NGPGJBKC_00173	CDS	900	iolE_1	4.2.1.44		Inosose dehydratase
NGPGJBKC_00174	CDS	1149	agaK	2.7.1.-	COG1940	N-acetylgalactosamine kinase AgaK
NGPGJBKC_00175	CDS	1401				hypothetical protein
NGPGJBKC_00176	CDS	1245				hypothetical protein
NGPGJBKC_00177	CDS	555	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
NGPGJBKC_00178	CDS	531	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
NGPGJBKC_00179	CDS	1401				hypothetical protein
NGPGJBKC_00180	CDS	1098	yedI		COG2354	Inner membrane protein YedI
NGPGJBKC_00181	CDS	1065	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
NGPGJBKC_00182	CDS	1362	kanE	2.4.1.301		Alpha-D-kanosaminyltransferase
NGPGJBKC_00183	CDS	1113	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
NGPGJBKC_00184	CDS	1101				hypothetical protein
NGPGJBKC_00185	CDS	258				hypothetical protein
NGPGJBKC_00186	CDS	744	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
NGPGJBKC_00187	CDS	396				hypothetical protein
NGPGJBKC_00188	CDS	222				hypothetical protein
NGPGJBKC_00189	CDS	1650	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NGPGJBKC_00190	CDS	1860	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
NGPGJBKC_00191	CDS	630				hypothetical protein
NGPGJBKC_00192	CDS	882		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
NGPGJBKC_00193	CDS	1557	pepPI	3.4.11.9		Xaa-Pro aminopeptidase 1
NGPGJBKC_00194	CDS	1326			COG2239	Magnesium transporter MgtE
NGPGJBKC_00195	CDS	639				hypothetical protein
NGPGJBKC_00196	CDS	1179	mrp		COG0489	Iron-sulfur cluster carrier protein
NGPGJBKC_00197	CDS	408	tatB			Sec-independent protein translocase protein TatB
NGPGJBKC_00198	CDS	651		2.1.1.-	COG4122	Putative O-methyltransferase
NGPGJBKC_00199	CDS	171				hypothetical protein
NGPGJBKC_00200	CDS	162				hypothetical protein
NGPGJBKC_00201	CDS	738	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
NGPGJBKC_00202	CDS	1110	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
NGPGJBKC_00203	CDS	1761				hypothetical protein
NGPGJBKC_00204	CDS	948				hypothetical protein
NGPGJBKC_00205	CDS	1272				hypothetical protein
NGPGJBKC_00206	CDS	672				hypothetical protein
NGPGJBKC_00207	CDS	993	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
NGPGJBKC_00208	CDS	936				hypothetical protein
NGPGJBKC_00209	CDS	765	ugpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
NGPGJBKC_00210	CDS	1350	gltA2	2.3.3.16	COG0372	Citrate synthase 1
NGPGJBKC_00211	CDS	1230	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
NGPGJBKC_00212	CDS	330			COG1146	Ferredoxin
NGPGJBKC_00213	CDS	273				hypothetical protein
NGPGJBKC_00214	CDS	582	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
NGPGJBKC_00215	CDS	483				hypothetical protein
NGPGJBKC_00216	CDS	1923	typA		COG1217	GTP-binding protein TypA/BipA
NGPGJBKC_00217	CDS	1890	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
NGPGJBKC_00218	CDS	963	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
NGPGJBKC_00219	CDS	987	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
NGPGJBKC_00220	CDS	1647	oppA		COG4166	Oligopeptide-binding protein OppA
NGPGJBKC_00221	CDS	1695	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
NGPGJBKC_00222	CDS	1317	yhjE			Inner membrane metabolite transport protein YhjE
NGPGJBKC_00223	CDS	1560				hypothetical protein
NGPGJBKC_00224	CDS	447				hypothetical protein
NGPGJBKC_00225	CDS	876				hypothetical protein
NGPGJBKC_00226	CDS	528				hypothetical protein
NGPGJBKC_00227	CDS	600	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NGPGJBKC_00228	CDS	432				hypothetical protein
NGPGJBKC_00229	CDS	360				hypothetical protein
NGPGJBKC_00230	CDS	471	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
NGPGJBKC_00231	CDS	330			COG1146	Ferredoxin
NGPGJBKC_00232	CDS	354	merR1_1			Mercuric resistance operon regulatory protein
NGPGJBKC_00233	CDS	951			COG0823	putative protein
NGPGJBKC_00234	CDS	537	gph_1	3.1.3.18		Phosphoglycolate phosphatase
NGPGJBKC_00235	CDS	1482				hypothetical protein
NGPGJBKC_00236	CDS	717				hypothetical protein
NGPGJBKC_00237	CDS	777				hypothetical protein
NGPGJBKC_00238	CDS	546	slmA			Nucleoid occlusion factor SlmA
NGPGJBKC_00239	CDS	729	natA_1		COG4555	ABC transporter ATP-binding protein NatA
NGPGJBKC_00240	CDS	753				hypothetical protein
NGPGJBKC_00241	CDS	447			COG2239	Magnesium transporter MgtE
NGPGJBKC_00242	CDS	396	yfmO			Multidrug efflux protein YfmO
NGPGJBKC_00243	CDS	483				hypothetical protein
NGPGJBKC_00244	CDS	441			COG1846	putative HTH-type transcriptional regulator
NGPGJBKC_00245	CDS	1110				hypothetical protein
NGPGJBKC_00246	CDS	426				putative protein
NGPGJBKC_00247	CDS	858	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
NGPGJBKC_00248	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
NGPGJBKC_00249	CDS	723				hypothetical protein
NGPGJBKC_00250	CDS	687	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
NGPGJBKC_00251	CDS	1590		2.1.1.-	COG0144	Putative methyltransferase
NGPGJBKC_00252	CDS	972	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NGPGJBKC_00253	CDS	1200	ynfM			Inner membrane transport protein YnfM
NGPGJBKC_00254	CDS	1617	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
NGPGJBKC_00255	CDS	2265	priA_1	3.6.4.-	COG1198	putative primosomal protein N'
NGPGJBKC_00256	CDS	381	fkbP_1	5.2.1.8		FK506-binding protein
NGPGJBKC_00257	CDS	954	fkbP_2	5.2.1.8		FK506-binding protein
NGPGJBKC_00258	CDS	1386	pafA	6.3.1.19		Pup--protein ligase
NGPGJBKC_00259	CDS	189	pup			Prokaryotic ubiquitin-like protein Pup
NGPGJBKC_00260	CDS	1704	dop	3.4.-.-		Pup deamidase/depupylase
NGPGJBKC_00261	CDS	1581	mpa		COG0464	Proteasome-associated ATPase
NGPGJBKC_00262	CDS	1071	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
NGPGJBKC_00263	CDS	1119	rip3			Putative zinc metalloprotease Rip3
NGPGJBKC_00264	CDS	810				hypothetical protein
NGPGJBKC_00265	CDS	1278	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
NGPGJBKC_00266	CDS	873	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
NGPGJBKC_00267	CDS	327				hypothetical protein
NGPGJBKC_00268	CDS	297				hypothetical protein
NGPGJBKC_00269	CDS	585				hypothetical protein
NGPGJBKC_00270	CDS	861	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
NGPGJBKC_00271	CDS	468	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
NGPGJBKC_00272	tRNA	87				tRNA-Leu(gag)
NGPGJBKC_00273	CDS	408				hypothetical protein
NGPGJBKC_00274	CDS	873	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NGPGJBKC_00275	CDS	1167	mltG	4.2.2.-		Endolytic murein transglycosylase
NGPGJBKC_00276	CDS	561		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
NGPGJBKC_00277	CDS	1197				hypothetical protein
NGPGJBKC_00278	CDS	330				hypothetical protein
NGPGJBKC_00279	CDS	510				hypothetical protein
NGPGJBKC_00280	CDS	1395				Carbohydrate-binding domain-containing protein
NGPGJBKC_00281	CDS	774				hypothetical protein
NGPGJBKC_00282	CDS	636				hypothetical protein
NGPGJBKC_00283	CDS	588				hypothetical protein
NGPGJBKC_00284	CDS	855				hypothetical protein
NGPGJBKC_00285	CDS	480				hypothetical protein
NGPGJBKC_00286	CDS	1407	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
NGPGJBKC_00287	CDS	1467				putative protein
NGPGJBKC_00288	CDS	1821	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
NGPGJBKC_00289	CDS	834	ylmA_1	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
NGPGJBKC_00290	CDS	2574	uvrA_1		COG0178	UvrABC system protein A
NGPGJBKC_00291	CDS	408				hypothetical protein
NGPGJBKC_00292	CDS	1587	mctC		COG4147	Monocarboxylic acid transporter
NGPGJBKC_00293	CDS	921				hypothetical protein
NGPGJBKC_00294	CDS	1146			COG0628	Putative transport protein
NGPGJBKC_00295	CDS	978	dagK_2	2.7.1.107		Diacylglycerol kinase
NGPGJBKC_00296	CDS	1932	uacT		COG2233	Uric acid transporter UacT
NGPGJBKC_00297	CDS	1302	yycB_1		COG2807	putative transporter YycB
NGPGJBKC_00298	CDS	828	lipR_2	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
NGPGJBKC_00299	CDS	1401	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
NGPGJBKC_00300	CDS	870				hypothetical protein
NGPGJBKC_00301	CDS	1395	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
NGPGJBKC_00302	CDS	1545	pbpE_1		COG1680	Penicillin-binding protein 4*
NGPGJBKC_00303	CDS	483			COG4279	putative protein
NGPGJBKC_00304	CDS	663	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
NGPGJBKC_00305	CDS	1560	htrB	3.4.21.107	COG0265	Serine protease Do-like HtrB
NGPGJBKC_00306	CDS	1350	dhbC	5.4.4.2	COG1169	Isochorismate synthase DhbC
NGPGJBKC_00307	CDS	1494				hypothetical protein
NGPGJBKC_00308	CDS	426				hypothetical protein
NGPGJBKC_00309	CDS	582	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
NGPGJBKC_00310	CDS	1656	purH		COG0138	Bifunctional purine biosynthesis protein PurH
NGPGJBKC_00311	CDS	906	ppk2B	2.7.4.1	COG2326	Polyphosphate kinase PPK2B
NGPGJBKC_00312	CDS	1515	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
NGPGJBKC_00313	CDS	237				hypothetical protein
NGPGJBKC_00314	CDS	1479				hypothetical protein
NGPGJBKC_00315	CDS	1089	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
NGPGJBKC_00316	CDS	1269	galK_1	2.7.1.6	COG0153	Galactokinase
NGPGJBKC_00317	CDS	1059		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
NGPGJBKC_00318	CDS	1311		2.6.1.1		Aspartate aminotransferase
NGPGJBKC_00319	tRNA	75				tRNA-Trp(cca)
NGPGJBKC_00320	CDS	303	secE			Protein translocase subunit SecE
NGPGJBKC_00321	CDS	948	nusG		COG0250	Transcription termination/antitermination protein NusG
NGPGJBKC_00322	CDS	432	rplK		COG0080	50S ribosomal protein L11
NGPGJBKC_00323	CDS	720	rplA		COG0081	50S ribosomal protein L1
NGPGJBKC_00324	CDS	516	rplJ		COG0244	50S ribosomal protein L10
NGPGJBKC_00325	CDS	387	rplL		COG0222	50S ribosomal protein L7/L12
NGPGJBKC_00326	CDS	3489	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
NGPGJBKC_00327	CDS	3885	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
NGPGJBKC_00328	CDS	132				hypothetical protein
NGPGJBKC_00329	CDS	1266	rpfB	3.-.-.-		Resuscitation-promoting factor RpfB
NGPGJBKC_00330	CDS	375	rpsL		COG0048	30S ribosomal protein S12
NGPGJBKC_00331	CDS	471	rpsG		COG0049	30S ribosomal protein S7
NGPGJBKC_00332	CDS	2148	fusA		COG0480	Elongation factor G
NGPGJBKC_00333	CDS	1188	tuf		COG0050	Elongation factor Tu
NGPGJBKC_00334	tRNA	92				tRNA-Leu(cag)
NGPGJBKC_00335	CDS	1455				hypothetical protein
NGPGJBKC_00336	CDS	915	lacF_2			Lactose transport system permease protein LacF
NGPGJBKC_00337	CDS	909	sugB_3		COG0395	Trehalose transport system permease protein SugB
NGPGJBKC_00338	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
NGPGJBKC_00339	CDS	681	rplC		COG0087	50S ribosomal protein L3
NGPGJBKC_00340	CDS	942	rplD		COG0088	50S ribosomal protein L4
NGPGJBKC_00341	CDS	303	rplW		COG0089	50S ribosomal protein L23
NGPGJBKC_00342	CDS	837	rplB		COG0090	50S ribosomal protein L2
NGPGJBKC_00343	CDS	282	rpsS		COG0185	30S ribosomal protein S19
NGPGJBKC_00344	CDS	354	rplV		COG0091	50S ribosomal protein L22
NGPGJBKC_00345	CDS	840	rpsC		COG0092	30S ribosomal protein S3
NGPGJBKC_00346	CDS	420	rplP		COG0197	50S ribosomal protein L16
NGPGJBKC_00347	CDS	234	rpmC		COG0255	50S ribosomal protein L29
