locus_tag	ftype	length_bp	gene	EC_number	COG	product
ADMANBBD_00135	CDS	1116	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
ADMANBBD_00136	CDS	1170	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
ADMANBBD_00137	CDS	1131				hypothetical protein
ADMANBBD_00138	CDS	1113	add	3.5.4.4	COG1816	Adenosine deaminase
ADMANBBD_00139	CDS	360				hypothetical protein
ADMANBBD_00140	CDS	1182	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
ADMANBBD_00141	CDS	714				hypothetical protein
ADMANBBD_00142	CDS	723				hypothetical protein
ADMANBBD_00143	CDS	495	marR		COG1846	Multiple antibiotic resistance protein MarR
ADMANBBD_00144	CDS	1170	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
ADMANBBD_00145	CDS	897	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
ADMANBBD_00146	CDS	1146	ltaE	4.1.2.48		Low specificity L-threonine aldolase
ADMANBBD_00147	CDS	1170	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
ADMANBBD_00148	CDS	405				Universal stress protein
ADMANBBD_00149	CDS	1266	rsmC_1	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
ADMANBBD_00150	CDS	2505	uvrA_1		COG0178	UvrABC system protein A
ADMANBBD_00151	CDS	966				hypothetical protein
ADMANBBD_00152	CDS	348				hypothetical protein
ADMANBBD_00153	CDS	444				hypothetical protein
ADMANBBD_00154	CDS	345				hypothetical protein
ADMANBBD_00155	CDS	372				hypothetical protein
ADMANBBD_00156	CDS	441				hypothetical protein
ADMANBBD_00157	CDS	354			COG0640	HTH-type transcriptional regulator
ADMANBBD_00158	CDS	1380	puuP_2		COG0531	Putrescine importer PuuP
ADMANBBD_00159	CDS	1737	nfdA_1	3.5.1.91		N-substituted formamide deformylase
ADMANBBD_00160	CDS	633	tetR_1			Tetracycline repressor protein class E
ADMANBBD_00161	CDS	459				hypothetical protein
ADMANBBD_00162	CDS	633				hypothetical protein
ADMANBBD_00163	CDS	465				hypothetical protein
ADMANBBD_00164	tRNA	83				tRNA-Leu(tag)
ADMANBBD_00165	CDS	474	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin
ADMANBBD_00166	CDS	1740	accC	6.3.4.14	COG0439	Biotin carboxylase
ADMANBBD_00167	CDS	1647	kipA		COG1984	KipI antagonist
ADMANBBD_00168	CDS	789		4.2.1.-	COG4336	Putative hydro-lyase
ADMANBBD_00169	CDS	774				hypothetical protein
ADMANBBD_00170	CDS	1251				hypothetical protein
ADMANBBD_00171	CDS	639	gntR_1			putative D-xylose utilization operon transcriptional repressor
ADMANBBD_00172	CDS	237				hypothetical protein
ADMANBBD_00173	tRNA	76				tRNA-Lys(ctt)
ADMANBBD_00174	CDS	321	groS_1		COG0234	10 kDa chaperonin
ADMANBBD_00175	CDS	291				hypothetical protein
ADMANBBD_00176	CDS	219				hypothetical protein
ADMANBBD_00177	CDS	477	bsr	3.5.4.23		Blasticidin-S deaminase
ADMANBBD_00178	CDS	1617				hypothetical protein
ADMANBBD_00179	CDS	1686				hypothetical protein
ADMANBBD_00180	tRNA	75				tRNA-His(gtg)
ADMANBBD_00181	CDS	429				Organic hydroperoxide resistance protein-like protein
ADMANBBD_00182	tRNA	93				tRNA-Ile(gat)
ADMANBBD_00183	CDS	924	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
ADMANBBD_00184	CDS	2274				hypothetical protein
ADMANBBD_00185	CDS	819			COG2375	putative protein
ADMANBBD_00186	CDS	1320	glsA1	3.5.1.2	COG2066	Glutaminase 1
ADMANBBD_00187	CDS	855				hypothetical protein
ADMANBBD_00188	CDS	729				hypothetical protein
ADMANBBD_00189	CDS	360				hypothetical protein
ADMANBBD_00190	CDS	1281		3.-.-.-	COG0624	putative hydrolase
ADMANBBD_00191	CDS	1290	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
ADMANBBD_00192	CDS	729				hypothetical protein
ADMANBBD_00193	CDS	762	lutC		COG1556	Lactate utilization protein C
ADMANBBD_00194	CDS	1530	lutB		COG1139	Lactate utilization protein B
ADMANBBD_00195	CDS	996	lutA_1		COG0247	Lactate utilization protein A
ADMANBBD_00196	CDS	990	glcC_1		COG2186	Glc operon transcriptional activator
ADMANBBD_00197	CDS	921				hypothetical protein
ADMANBBD_00198	CDS	1695	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
ADMANBBD_00199	CDS	426				putative HTH-type transcriptional regulator
ADMANBBD_00200	CDS	570	orn	3.1.-.-	COG1949	Oligoribonuclease
ADMANBBD_00201	CDS	1620				hypothetical protein
ADMANBBD_00202	CDS	951			COG3118	putative protein
ADMANBBD_00203	CDS	1731				hypothetical protein
ADMANBBD_00204	CDS	468				hypothetical protein
ADMANBBD_00205	CDS	351				hypothetical protein
ADMANBBD_00206	CDS	1176	iscS	2.8.1.7	COG1104	IscS-like cysteine desulfurase
ADMANBBD_00207	CDS	1194	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
ADMANBBD_00208	CDS	2013	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
ADMANBBD_00209	CDS	1191				hypothetical protein
ADMANBBD_00210	CDS	2190	ligA	6.5.1.2	COG0272	DNA ligase A
ADMANBBD_00211	CDS	567				hypothetical protein
ADMANBBD_00212	CDS	399	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
ADMANBBD_00213	CDS	1503	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
ADMANBBD_00214	CDS	1482	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
ADMANBBD_00215	CDS	1095				hypothetical protein
ADMANBBD_00216	CDS	603	def_1	3.5.1.88	COG0242	Peptide deformylase
ADMANBBD_00217	CDS	927	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
ADMANBBD_00218	CDS	681	cysE	2.3.1.30	COG1045	Serine acetyltransferase
ADMANBBD_00219	CDS	1179	luxA_1	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
ADMANBBD_00220	CDS	711	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
ADMANBBD_00221	CDS	465	ohrR_1			Organic hydroperoxide resistance transcriptional regulator
ADMANBBD_00222	CDS	948		1.1.1.81	COG0111	Hydroxypyruvate reductase
ADMANBBD_00223	CDS	1713	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
ADMANBBD_00224	CDS	984			COG0601	Putative peptide transport permease protein
ADMANBBD_00225	CDS	918			COG1173	Putative peptide transport permease protein
ADMANBBD_00226	CDS	2106			COG1123	putative ABC transporter ATP-binding protein
ADMANBBD_00227	CDS	1692			COG0747	putative protein
ADMANBBD_00228	CDS	564				hypothetical protein
ADMANBBD_00229	CDS	942	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
ADMANBBD_00230	CDS	822	dkgA	1.1.1.346		2,5-diketo-D-gluconic acid reductase A
ADMANBBD_00231	CDS	996				hypothetical protein
ADMANBBD_00232	CDS	519	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
ADMANBBD_00233	CDS	669				hypothetical protein
ADMANBBD_00234	CDS	1854			COG1132	putative ABC transporter ATP-binding protein
ADMANBBD_00235	CDS	1779		3.6.3.-		Putative multidrug export ATP-binding/permease protein
ADMANBBD_00236	CDS	1938	ilvB1	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvB1
ADMANBBD_00237	CDS	513	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
ADMANBBD_00238	CDS	1032	ilvC_1	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
ADMANBBD_00239	CDS	1293	eis	2.3.1.-	COG4552	N-acetyltransferase Eis
ADMANBBD_00240	CDS	1593	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
ADMANBBD_00241	CDS	759				hypothetical protein
ADMANBBD_00242	CDS	852	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
ADMANBBD_00243	CDS	1038	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
ADMANBBD_00244	CDS	1092	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
ADMANBBD_00245	CDS	1404	naiP			Putative niacin/nicotinamide transporter NaiP
ADMANBBD_00246	CDS	1620				hypothetical protein
ADMANBBD_00247	CDS	552				hypothetical protein
ADMANBBD_00248	CDS	210				hypothetical protein
ADMANBBD_00249	CDS	627				hypothetical protein
ADMANBBD_00250	CDS	534	tmrB			Tunicamycin resistance protein
ADMANBBD_00251	CDS	396	tnpR		COG1961	Transposon gamma-delta resolvase
ADMANBBD_00252	CDS	960				hypothetical protein
ADMANBBD_00253	CDS	300				hypothetical protein
ADMANBBD_00254	CDS	615	hin_1		COG1961	DNA-invertase hin
ADMANBBD_00255	CDS	678				hypothetical protein
ADMANBBD_00256	CDS	150				hypothetical protein
ADMANBBD_00257	CDS	138				hypothetical protein
ADMANBBD_00258	CDS	651				Insertion sequence IS5376 putative ATP-binding protein
ADMANBBD_00259	CDS	801	drrB_1			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
ADMANBBD_00260	CDS	975	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
ADMANBBD_00261	CDS	603				hypothetical protein
ADMANBBD_00262	CDS	990	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
ADMANBBD_00263	CDS	396				hypothetical protein
ADMANBBD_00264	CDS	654				hypothetical protein
ADMANBBD_00265	CDS	774				hypothetical protein
ADMANBBD_00266	CDS	717				hypothetical protein
ADMANBBD_00267	CDS	321				hypothetical protein
ADMANBBD_00268	CDS	3543	traI_1			Multifunctional conjugation protein TraI
ADMANBBD_00269	CDS	657				hypothetical protein
ADMANBBD_00270	CDS	528				putative HTH-type transcriptional regulator
ADMANBBD_00271	CDS	933				hypothetical protein
ADMANBBD_00272	CDS	576				hypothetical protein
ADMANBBD_00273	CDS	798	ygfF	1.-.-.-		putative oxidoreductase YgfF
ADMANBBD_00274	CDS	1050	araC_1			Arabinose operon regulatory protein
ADMANBBD_00275	CDS	399				hypothetical protein
ADMANBBD_00276	CDS	501				hypothetical protein
ADMANBBD_00277	CDS	1077	hindIIIM_1	2.1.1.72		Modification methylase HindIII
ADMANBBD_00278	CDS	444				hypothetical protein
ADMANBBD_00279	CDS	1434				hypothetical protein
ADMANBBD_00280	CDS	1014				hypothetical protein
ADMANBBD_00281	CDS	636				hypothetical protein
ADMANBBD_00282	CDS	2196	secA2_1		COG0653	Protein translocase subunit SecA 2
ADMANBBD_00283	CDS	813	dauC	2.1.1.288		Aklanonic acid methyltransferase DauC
ADMANBBD_00284	CDS	258	pqqD			Coenzyme PQQ synthesis protein D
ADMANBBD_00285	CDS	1671				hypothetical protein
ADMANBBD_00286	CDS	108				hypothetical protein
ADMANBBD_00287	CDS	897				hypothetical protein
ADMANBBD_00288	CDS	744				hypothetical protein
ADMANBBD_00289	CDS	414				hypothetical protein
ADMANBBD_00290	CDS	831				hypothetical protein
ADMANBBD_00291	CDS	1254				hypothetical protein
ADMANBBD_00292	CDS	420				hypothetical protein
ADMANBBD_00293	CDS	744				hypothetical protein
ADMANBBD_00294	CDS	690				hypothetical protein
ADMANBBD_00295	CDS	1179	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
ADMANBBD_00296	CDS	282				hypothetical protein
ADMANBBD_00297	CDS	600				hypothetical protein
ADMANBBD_00298	CDS	543				hypothetical protein
ADMANBBD_00299	CDS	321				hypothetical protein
ADMANBBD_00300	CDS	639				hypothetical protein
ADMANBBD_00301	CDS	1272				hypothetical protein
ADMANBBD_00302	CDS	585	sigE_1			ECF RNA polymerase sigma factor SigE
ADMANBBD_00303	CDS	1260	spk1_1	2.7.11.1		Serine/threonine-protein kinase PK-1
ADMANBBD_00304	CDS	1293				hypothetical protein
ADMANBBD_00305	CDS	966				hypothetical protein
ADMANBBD_00306	CDS	459				hypothetical protein
ADMANBBD_00307	CDS	285	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
ADMANBBD_00308	CDS	681	mcbR_2		COG1802	HTH-type transcriptional regulator McbR
ADMANBBD_00309	CDS	1188	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
ADMANBBD_00310	CDS	1734	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
ADMANBBD_00311	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ADMANBBD_00312	CDS	1179	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ADMANBBD_00313	CDS	891	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
ADMANBBD_00314	CDS	1203	mct	5.4.1.3	COG1804	2-methylfumaryl-CoA isomerase
ADMANBBD_00315	CDS	1119	haeIIIM	2.1.1.37		Modification methylase HaeIII
ADMANBBD_00316	CDS	1560				hypothetical protein
ADMANBBD_00317	CDS	2667				hypothetical protein
ADMANBBD_00318	CDS	987				hypothetical protein
ADMANBBD_00319	CDS	1929				hypothetical protein
ADMANBBD_00320	CDS	873				hypothetical protein
ADMANBBD_00321	CDS	801				hypothetical protein
ADMANBBD_00322	CDS	417	vsr	3.1.-.-	COG3727	Very short patch repair protein
ADMANBBD_00323	CDS	1500	dtpT_1		COG3104	Di-/tripeptide transporter
ADMANBBD_00324	CDS	1674	nfdA_2	3.5.1.91		N-substituted formamide deformylase
ADMANBBD_00325	CDS	240				hypothetical protein
ADMANBBD_00326	CDS	669				hypothetical protein
ADMANBBD_00327	CDS	291				hypothetical protein
ADMANBBD_00328	CDS	756				hypothetical protein
ADMANBBD_00329	CDS	675				hypothetical protein
ADMANBBD_00330	CDS	1965		1.4.3.22		Histamine oxidase
ADMANBBD_00331	CDS	1554	adiC		COG0531	Arginine/agmatine antiporter
ADMANBBD_00332	CDS	618				hypothetical protein
ADMANBBD_00333	CDS	1512	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
ADMANBBD_00334	CDS	1350	proP_2			Proline/betaine transporter
ADMANBBD_00335	CDS	1194	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
ADMANBBD_00336	CDS	684				hypothetical protein
ADMANBBD_00337	CDS	444	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
ADMANBBD_00338	CDS	933	cysL		COG0583	HTH-type transcriptional regulator CysL
ADMANBBD_00339	CDS	1293	czcO_1	1.-.-.-	COG2072	putative oxidoreductase CzcO
ADMANBBD_00340	CDS	1503	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
ADMANBBD_00341	CDS	294				hypothetical protein
ADMANBBD_00342	CDS	1041				hypothetical protein
ADMANBBD_00343	CDS	324				hypothetical protein
ADMANBBD_00344	CDS	639				hypothetical protein
ADMANBBD_00345	CDS	3039				hypothetical protein
ADMANBBD_00346	CDS	414				hypothetical protein
ADMANBBD_00347	CDS	171				hypothetical protein
ADMANBBD_00348	CDS	405				hypothetical protein
ADMANBBD_00349	CDS	768	cueR_1		COG0789	HTH-type transcriptional regulator CueR
ADMANBBD_00350	CDS	642				hypothetical protein
ADMANBBD_00351	CDS	420				hypothetical protein
ADMANBBD_00352	CDS	642				hypothetical protein
ADMANBBD_00353	CDS	1410	yhjE_1			Inner membrane metabolite transport protein YhjE
ADMANBBD_00354	CDS	399	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
ADMANBBD_00355	CDS	648	proA_1	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
ADMANBBD_00356	CDS	684	yhfK_1	4.-.-.-	COG0702	putative sugar epimerase YhfK
ADMANBBD_00357	CDS	609				hypothetical protein
ADMANBBD_00358	CDS	1026				hypothetical protein
ADMANBBD_00359	CDS	1170	patA	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
ADMANBBD_00360	CDS	1455	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
ADMANBBD_00361	CDS	387				hypothetical protein
ADMANBBD_00362	CDS	1668	acoR_1		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
ADMANBBD_00363	CDS	1092		1.1.99.36		NDMA-dependent alcohol dehydrogenase
ADMANBBD_00364	CDS	1512	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
ADMANBBD_00365	CDS	783				hypothetical protein
ADMANBBD_00366	CDS	1197		2.6.1.1		Aspartate aminotransferase
