locus_tag	ftype	length_bp	gene	EC_number	COG	product
Brachy_947_11.fa_00041	CDS	378	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
Brachy_947_11.fa_00042	CDS	1362	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
Brachy_947_11.fa_00043	CDS	1242	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
Brachy_947_11.fa_00044	CDS	1113	tmpC		COG1744	Membrane lipoprotein TmpC
Brachy_947_11.fa_00045	CDS	1572	xylG_1	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
Brachy_947_11.fa_00046	CDS	1602				hypothetical protein
Brachy_947_11.fa_00047	CDS	1338				hypothetical protein
Brachy_947_11.fa_00048	CDS	480	cdd	3.5.4.5	COG0295	Cytidine deaminase
Brachy_947_11.fa_00049	CDS	1329	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
Brachy_947_11.fa_00050	CDS	1062	udk	2.7.1.48		Uridine kinase
Brachy_947_11.fa_00051	CDS	666	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
Brachy_947_11.fa_00052	CDS	1755		5.4.2.8	COG1109	putative phosphomannomutase
Brachy_947_11.fa_00053	CDS	912	punA	2.4.2.1		Purine nucleoside phosphorylase
Brachy_947_11.fa_00054	CDS	1404	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
Brachy_947_11.fa_00055	CDS	1779	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
Brachy_947_11.fa_00056	CDS	789			COG0424	Maf-like protein
Brachy_947_11.fa_00057	CDS	1755				hypothetical protein
Brachy_947_11.fa_00058	CDS	246				hypothetical protein
Brachy_947_11.fa_00059	CDS	1590	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
Brachy_947_11.fa_00060	CDS	1014	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
Brachy_947_11.fa_00061	CDS	1167		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
Brachy_947_11.fa_00062	CDS	696	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
Brachy_947_11.fa_00063	CDS	1368	arlS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase ArlS
Brachy_947_11.fa_00064	CDS	1290	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
Brachy_947_11.fa_00065	CDS	519	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
Brachy_947_11.fa_00066	CDS	687	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
Brachy_947_11.fa_00067	CDS	1110	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
Brachy_947_11.fa_00068	CDS	1014	iolX_1	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
Brachy_947_11.fa_00069	CDS	1398				hypothetical protein
Brachy_947_11.fa_00070	CDS	1959				hypothetical protein
Brachy_947_11.fa_00071	CDS	1845	pglK	3.6.3.39	COG1132	Protein glycosylation K
Brachy_947_11.fa_00072	CDS	1128				hypothetical protein
Brachy_947_11.fa_00073	CDS	1101				hypothetical protein
Brachy_947_11.fa_00074	CDS	1113	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
Brachy_947_11.fa_00075	CDS	1362	kanE_1	2.4.1.301		Alpha-D-kanosaminyltransferase
Brachy_947_11.fa_00076	CDS	1065	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
Brachy_947_11.fa_00077	CDS	1206				hypothetical protein
Brachy_947_11.fa_00078	CDS	1941				hypothetical protein
Brachy_947_11.fa_00079	CDS	429				hypothetical protein
Brachy_947_11.fa_00080	CDS	1326	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
Brachy_947_11.fa_00081	CDS	720	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
Brachy_947_11.fa_00082	CDS	1050	lcpB		COG1316	putative cell wall biosynthesis protein LcpB
Brachy_947_11.fa_00083	CDS	1008	glfT1	2.4.1.287	COG1216	Galactofuranosyltransferase GlfT1
Brachy_947_11.fa_00084	CDS	873	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
Brachy_947_11.fa_00085	CDS	1158	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
Brachy_947_11.fa_00086	CDS	2124	glfT2_1	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
Brachy_947_11.fa_00087	CDS	936				hypothetical protein
Brachy_947_11.fa_00088	CDS	771	tagH_1	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
Brachy_947_11.fa_00089	CDS	729				hypothetical protein
Brachy_947_11.fa_00090	CDS	1203	fbiB	6.3.2.31	COG0778	Coenzyme F420:L-glutamate ligase
Brachy_947_11.fa_00091	CDS	333	whiB			Transcriptional regulator WhiB
Brachy_947_11.fa_00092	CDS	3438				hypothetical protein
Brachy_947_11.fa_00093	CDS	1800				hypothetical protein
Brachy_947_11.fa_00094	CDS	456				hypothetical protein
Brachy_947_11.fa_00095	CDS	348				hypothetical protein
Brachy_947_11.fa_00096	CDS	1794	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
Brachy_947_11.fa_00097	CDS	852				hypothetical protein
Brachy_947_11.fa_00098	CDS	1020				hypothetical protein
Brachy_947_11.fa_00099	CDS	1299				hypothetical protein
Brachy_947_11.fa_00100	CDS	1092	ravA_1	3.6.3.-	COG0714	ATPase RavA
Brachy_947_11.fa_00101	CDS	1251				putative membrane protein
Brachy_947_11.fa_00102	CDS	708				hypothetical protein
Brachy_947_11.fa_00103	CDS	1146				hypothetical protein
Brachy_947_11.fa_00104	CDS	696	mtrA		COG0745	DNA-binding response regulator MtrA
Brachy_947_11.fa_00105	CDS	1725	mtrB	2.7.13.3		Sensor histidine kinase MtrB
Brachy_947_11.fa_00106	CDS	1704	lpqB			Lipoprotein LpqB
Brachy_947_11.fa_00107	CDS	930	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
Brachy_947_11.fa_00108	CDS	666	hpf_1		COG1544	Ribosome hibernation promotion factor
Brachy_947_11.fa_00109	CDS	1341				hypothetical protein
Brachy_947_11.fa_00110	CDS	2922	secA			Protein translocase subunit SecA
Brachy_947_11.fa_00111	CDS	402				hypothetical protein
Brachy_947_11.fa_00112	CDS	924				hypothetical protein
Brachy_947_11.fa_00113	CDS	546				hypothetical protein
Brachy_947_11.fa_00114	CDS	240				hypothetical protein
Brachy_947_11.fa_00115	CDS	639				hypothetical protein
Brachy_947_11.fa_00116	CDS	1254				Iron-sulfur cluster carrier protein
Brachy_947_11.fa_00117	CDS	468				hypothetical protein
Brachy_947_11.fa_00118	CDS	507				hypothetical protein
Brachy_947_11.fa_00119	CDS	1515	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
Brachy_947_11.fa_00120	CDS	249	whiB1			Transcriptional regulator WhiB1
Brachy_947_11.fa_00121	CDS	450				hypothetical protein
Brachy_947_11.fa_00122	CDS	2517	ytrF		COG0577	ABC transporter permease YtrF
Brachy_947_11.fa_00123	CDS	792	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
Brachy_947_11.fa_00124	CDS	690	nreC_1		COG2197	Oxygen regulatory protein NreC
Brachy_947_11.fa_00125	CDS	1284	desK_1	2.7.13.3	COG4585	Sensor histidine kinase DesK
Brachy_947_11.fa_00126	CDS	747	yedK_1	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
Brachy_947_11.fa_00127	CDS	1197				hypothetical protein
Brachy_947_11.fa_00128	CDS	1227			COG4962	Putative conjugal transfer protein
Brachy_947_11.fa_00129	CDS	873				hypothetical protein
Brachy_947_11.fa_00130	CDS	945				hypothetical protein
Brachy_947_11.fa_00131	CDS	270				hypothetical protein
Brachy_947_11.fa_00132	CDS	345				hypothetical protein
Brachy_947_11.fa_00133	CDS	489				hypothetical protein
Brachy_947_11.fa_00134	CDS	552				hypothetical protein
Brachy_947_11.fa_00135	CDS	1179	garK	2.7.1.165	COG1929	Glycerate 2-kinase
Brachy_947_11.fa_00136	CDS	1116	prfB		COG1186	Peptide chain release factor 2
Brachy_947_11.fa_00137	CDS	903	ftsE		COG2884	Cell division ATP-binding protein FtsE
Brachy_947_11.fa_00138	CDS	918	ftsX		COG2177	Cell division protein FtsX
Brachy_947_11.fa_00139	CDS	1335	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
Brachy_947_11.fa_00140	CDS	510	smpB		COG0691	SsrA-binding protein
Brachy_947_11.fa_00141	CDS	531				hypothetical protein
Brachy_947_11.fa_00142	tmRNA	371	ssrA			transfer-messenger RNA, SsrA
Brachy_947_11.fa_00143	CDS	1542		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
Brachy_947_11.fa_00144	CDS	435				hypothetical protein
Brachy_947_11.fa_00145	CDS	870				hypothetical protein
Brachy_947_11.fa_00146	CDS	903				hypothetical protein
Brachy_947_11.fa_00147	CDS	1059	thrB_1	2.7.1.39		Homoserine kinase
Brachy_947_11.fa_00148	CDS	1215	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
Brachy_947_11.fa_00149	CDS	1068	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
Brachy_947_11.fa_00150	CDS	3903				hypothetical protein
Brachy_947_11.fa_00151	CDS	603				hypothetical protein
Brachy_947_11.fa_00152	CDS	1458		1.1.1.38		NAD-dependent malic enzyme
Brachy_947_11.fa_00153	CDS	1143				hypothetical protein
Brachy_947_11.fa_00154	CDS	1014	mshD_1	2.3.1.189		Mycothiol acetyltransferase
Brachy_947_11.fa_00155	CDS	1656	gsiB_1		COG0747	Glutathione-binding protein GsiB
Brachy_947_11.fa_00156	CDS	978	dppB_1		COG0601	Dipeptide transport system permease protein DppB
Brachy_947_11.fa_00157	CDS	1851	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
Brachy_947_11.fa_00158	CDS	858	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
Brachy_947_11.fa_00159	CDS	1116	pbpE_1		COG1680	Penicillin-binding protein 4*
Brachy_947_11.fa_00160	CDS	531				hypothetical protein
Brachy_947_11.fa_00161	CDS	372				hypothetical protein
Brachy_947_11.fa_00162	CDS	1809				hypothetical protein
Brachy_947_11.fa_00163	CDS	1380	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
Brachy_947_11.fa_00164	CDS	324	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
Brachy_947_11.fa_00165	CDS	633				hypothetical protein
Brachy_947_11.fa_00166	CDS	813	murI	5.1.1.3	COG0796	Glutamate racemase
Brachy_947_11.fa_00167	CDS	798			COG1234	putative protein
Brachy_947_11.fa_00168	CDS	759	rph	2.7.7.56	COG0689	Ribonuclease PH
Brachy_947_11.fa_00169	CDS	651		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
Brachy_947_11.fa_00170	CDS	543				hypothetical protein
Brachy_947_11.fa_00171	CDS	693	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
Brachy_947_11.fa_00172	tRNA	84				tRNA-Leu(tag)
Brachy_947_11.fa_00173	CDS	756		1.1.1.47	COG1028	Glucose 1-dehydrogenase
Brachy_947_11.fa_00174	CDS	480				hypothetical protein
Brachy_947_11.fa_00175	CDS	438				hypothetical protein
Brachy_947_11.fa_00176	CDS	897			COG0574	putative protein
Brachy_947_11.fa_00177	tRNA	76				tRNA-Lys(ctt)
Brachy_947_11.fa_00178	CDS	1254	add	3.5.4.4	COG1816	Adenosine deaminase
Brachy_947_11.fa_00179	CDS	2748	iucC	6.3.2.39	COG4264	Aerobactin synthase
Brachy_947_11.fa_00180	CDS	1761	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
Brachy_947_11.fa_00181	CDS	1659	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
Brachy_947_11.fa_00182	CDS	1551	phoD_1	3.1.3.1	COG3540	Alkaline phosphatase D
Brachy_947_11.fa_00183	CDS	729				hypothetical protein
Brachy_947_11.fa_00184	CDS	720				hypothetical protein
Brachy_947_11.fa_00185	CDS	429				hypothetical protein
Brachy_947_11.fa_00186	CDS	297				hypothetical protein
Brachy_947_11.fa_00187	CDS	414				hypothetical protein
Brachy_947_11.fa_00188	CDS	396				hypothetical protein
Brachy_947_11.fa_00189	CDS	1839	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
Brachy_947_11.fa_00190	CDS	1617	gltA_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
Brachy_947_11.fa_00191	CDS	1053				hypothetical protein
Brachy_947_11.fa_00192	CDS	546				hypothetical protein
Brachy_947_11.fa_00193	CDS	579	cysC	2.7.1.25		Adenylyl-sulfate kinase
Brachy_947_11.fa_00194	CDS	1257				hypothetical protein
Brachy_947_11.fa_00195	CDS	1326				hypothetical protein
Brachy_947_11.fa_00196	CDS	1251				hypothetical protein
Brachy_947_11.fa_00197	CDS	1359				hypothetical protein
Brachy_947_11.fa_00198	CDS	2637	tgpA	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
Brachy_947_11.fa_00199	CDS	1521	ndh	1.6.99.3	COG1252	NADH dehydrogenase
Brachy_947_11.fa_00200	CDS	663				hypothetical protein
Brachy_947_11.fa_00201	CDS	702				hypothetical protein
Brachy_947_11.fa_00202	CDS	1500	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
Brachy_947_11.fa_00203	CDS	1146	nagC_1		COG1940	N-acetylglucosamine repressor
Brachy_947_11.fa_00204	CDS	1515	xylE_1			D-xylose-proton symporter
Brachy_947_11.fa_00205	CDS	1566		3.1.6.1	COG3119	Arylsulfatase
Brachy_947_11.fa_00206	CDS	1179	sbcD		COG0420	Nuclease SbcCD subunit D
Brachy_947_11.fa_00207	CDS	3069	sbcC			Nuclease SbcCD subunit C
Brachy_947_11.fa_00208	CDS	1272	glsA1_1	3.5.1.2	COG2066	Glutaminase 1
Brachy_947_11.fa_00209	CDS	510				hypothetical protein
Brachy_947_11.fa_00210	CDS	2397		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
Brachy_947_11.fa_00211	CDS	1890		3.6.3.-		Putative multidrug export ATP-binding/permease protein
Brachy_947_11.fa_00212	CDS	981		2.1.1.-	COG0500	putative methyltransferase
Brachy_947_11.fa_00213	CDS	318				hypothetical protein
Brachy_947_11.fa_00214	CDS	711				hypothetical protein
Brachy_947_11.fa_00215	CDS	1737			COG1132	putative ABC transporter ATP-binding protein
Brachy_947_11.fa_00216	CDS	2181			COG1132	putative ABC transporter ATP-binding protein
Brachy_947_11.fa_00217	CDS	900	glnH		COG0834	Glutamine-binding periplasmic protein
Brachy_947_11.fa_00218	CDS	996	occM			Octopine transport system permease protein OccM
Brachy_947_11.fa_00219	CDS	858	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
Brachy_947_11.fa_00220	CDS	1053	yciC_1		COG0523	Putative metal chaperone YciC
Brachy_947_11.fa_00221	CDS	834				hypothetical protein
Brachy_947_11.fa_00222	CDS	2286	lgrD			Linear gramicidin synthase subunit D
Brachy_947_11.fa_00223	CDS	777	gno	1.1.1.-		Gluconate 5-dehydrogenase
Brachy_947_11.fa_00224	CDS	957	aas		COG0204	Bifunctional protein Aas
Brachy_947_11.fa_00225	CDS	1710		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
Brachy_947_11.fa_00226	CDS	723	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
Brachy_947_11.fa_00227	CDS	417				hypothetical protein
Brachy_947_11.fa_00228	CDS	774				hypothetical protein
Brachy_947_11.fa_00229	CDS	1224	iolX_2	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
Brachy_947_11.fa_00230	tRNA	74				tRNA-Arg(acg)
Brachy_947_11.fa_00231	CDS	1086				hypothetical protein
Brachy_947_11.fa_00232	CDS	534	crgA			Cell division protein CrgA
Brachy_947_11.fa_00233	CDS	774				hypothetical protein
Brachy_947_11.fa_00234	CDS	714	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
Brachy_947_11.fa_00235	CDS	2214	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
Brachy_947_11.fa_00236	CDS	1500	pknA_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
Brachy_947_11.fa_00237	CDS	1446	pbpA		COG0768	Penicillin-binding protein A
Brachy_947_11.fa_00238	CDS	1392	rodA		COG0772	putative FtsW-like protein
Brachy_947_11.fa_00239	CDS	1392	pstP_1	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
Brachy_947_11.fa_00240	CDS	528	fhaB		COG1716	FHA domain-containing protein FhaB
Brachy_947_11.fa_00241	CDS	723	garA_1		COG1716	Glycogen accumulation regulator GarA
Brachy_947_11.fa_00242	CDS	753				hypothetical protein
Brachy_947_11.fa_00243	CDS	867	pbpE_2		COG1680	Penicillin-binding protein 4*
Brachy_947_11.fa_00244	CDS	3285	mngB_1	3.2.1.170	COG0383	Mannosylglycerate hydrolase
Brachy_947_11.fa_00245	CDS	1146	haeIIIM	2.1.1.37		Modification methylase HaeIII
Brachy_947_11.fa_00246	CDS	1350				hypothetical protein
Brachy_947_11.fa_00247	CDS	1053	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
Brachy_947_11.fa_00248	CDS	1443		3.1.6.1	COG3119	Arylsulfatase
Brachy_947_11.fa_00249	CDS	675		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
Brachy_947_11.fa_00250	CDS	999	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
Brachy_947_11.fa_00251	CDS	729	dhaL-2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL
Brachy_947_11.fa_00252	CDS	852				hypothetical protein
Brachy_947_11.fa_00253	CDS	1116	bag			IgA FC receptor
Brachy_947_11.fa_00254	CDS	576				hypothetical protein
Brachy_947_11.fa_00255	CDS	615				hypothetical protein
Brachy_947_11.fa_00256	CDS	1299	pbuE		COG2814	Purine efflux pump PbuE
Brachy_947_11.fa_00257	CDS	1014	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
Brachy_947_11.fa_00258	CDS	963	afr_1	1.1.1.292		1,5-anhydro-D-fructose reductase
Brachy_947_11.fa_00259	CDS	777				hypothetical protein
Brachy_947_11.fa_00260	CDS	798	iclR_1		COG1414	Transcriptional repressor IclR
Brachy_947_11.fa_00261	CDS	1035	dctP_1		COG1638	Solute-binding protein
Brachy_947_11.fa_00262	CDS	504	siaQ_1		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
Brachy_947_11.fa_00263	CDS	1302	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
Brachy_947_11.fa_00264	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
Brachy_947_11.fa_00265	CDS	984	hprA_1	1.1.1.29	COG1052	Glycerate dehydrogenase
Brachy_947_11.fa_00266	CDS	1248		4.2.1.8	COG4948	D-mannonate dehydratase
Brachy_947_11.fa_00267	CDS	1830				hypothetical protein
Brachy_947_11.fa_00268	CDS	1359			COG2239	Magnesium transporter MgtE
Brachy_947_11.fa_00269	CDS	1305	yfmO			Multidrug efflux protein YfmO
Brachy_947_11.fa_00270	CDS	441			COG1846	putative HTH-type transcriptional regulator
Brachy_947_11.fa_00271	CDS	1083	nemA	1.-.-.-	COG1902	N-ethylmaleimide reductase
Brachy_947_11.fa_00272	CDS	984	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
Brachy_947_11.fa_00273	CDS	654	kdgA		COG0800	KHG/KDPG aldolase
Brachy_947_11.fa_00274	CDS	1005	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
Brachy_947_11.fa_00275	CDS	1515	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
Brachy_947_11.fa_00276	CDS	600				hypothetical protein
Brachy_947_11.fa_00277	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
Brachy_947_11.fa_00278	CDS	258				hypothetical protein
Brachy_947_11.fa_00279	CDS	1416	ygbN_1		COG2610	Inner membrane permease YgbN
Brachy_947_11.fa_00280	CDS	822	sugB_1		COG0395	Trehalose transport system permease protein SugB
Brachy_947_11.fa_00281	CDS	846	araP_1		COG1175	L-arabinose transport system permease protein AraP
Brachy_947_11.fa_00282	CDS	1317	lacE_1			Lactose-binding protein
Brachy_947_11.fa_00283	CDS	1089	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
Brachy_947_11.fa_00284	CDS	1155	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
Brachy_947_11.fa_00285	CDS	726				hypothetical protein
Brachy_947_11.fa_00286	CDS	1572	yidE			Putative transport protein YidE
Brachy_947_11.fa_00287	CDS	588				hypothetical protein
Brachy_947_11.fa_00288	CDS	1005				hypothetical protein
Brachy_947_11.fa_00289	CDS	1122	afr_2	1.1.1.292		1,5-anhydro-D-fructose reductase
Brachy_947_11.fa_00290	CDS	816				hypothetical protein
Brachy_947_11.fa_00291	CDS	1260	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
Brachy_947_11.fa_00292	CDS	1170	nagC_2		COG1940	N-acetylglucosamine repressor
Brachy_947_11.fa_00293	CDS	1194	xylA_1	5.3.1.5		Xylose isomerase
Brachy_947_11.fa_00294	CDS	1398	xylB_1	2.7.1.17	COG1070	Xylulose kinase
Brachy_947_11.fa_00295	CDS	2388	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
Brachy_947_11.fa_00296	CDS	1254	rsgI6	3.2.1.8		Anti-sigma-I factor RsgI6
Brachy_947_11.fa_00297	CDS	702				hypothetical protein
Brachy_947_11.fa_00298	CDS	1674	lipO_1		COG1653	Lipoprotein LipO
Brachy_947_11.fa_00299	CDS	975	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
Brachy_947_11.fa_00300	CDS	927	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
Brachy_947_11.fa_00301	CDS	1050	cytR_1		COG1609	HTH-type transcriptional repressor CytR
Brachy_947_11.fa_00302	CDS	1056	axeA_1	3.1.1.41	COG3458	Cephalosporin-C deacetylase
Brachy_947_11.fa_00303	CDS	2085		3.2.1.23		Beta-galactosidase
Brachy_947_11.fa_00304	CDS	795				hypothetical protein
Brachy_947_11.fa_00305	CDS	951	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
Brachy_947_11.fa_00306	CDS	933	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
Brachy_947_11.fa_00307	CDS	921	lacF_1			Lactose transport system permease protein LacF
Brachy_947_11.fa_00308	CDS	1434				hypothetical protein
Brachy_947_11.fa_00309	CDS	897	dcsG	6.3.3.5		Cycloserine biosynthesis protein DcsG
Brachy_947_11.fa_00310	CDS	1725	putP_1		COG0591	High-affinity proline transporter PutP
Brachy_947_11.fa_00311	CDS	129				hypothetical protein
Brachy_947_11.fa_00312	CDS	1041	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
Brachy_947_11.fa_00313	CDS	936	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
Brachy_947_11.fa_00314	CDS	1260	bcr_1			Bicyclomycin resistance protein
Brachy_947_11.fa_00315	CDS	450				hypothetical protein
Brachy_947_11.fa_00316	CDS	1008	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
Brachy_947_11.fa_00317	CDS	690				Bifunctional NMN adenylyltransferase/Nudix hydrolase
Brachy_947_11.fa_00318	CDS	1233	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
Brachy_947_11.fa_00319	CDS	1005	axeA_2	3.1.1.41	COG3458	Cephalosporin-C deacetylase
Brachy_947_11.fa_00320	CDS	1308				hypothetical protein
Brachy_947_11.fa_00321	CDS	975	lacF_2			Lactose transport system permease protein LacF
