locus_tag	ftype	length_bp	gene	EC_number	COG	product
SEQ_947_12.fa_00024	CDS	609	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
SEQ_947_12.fa_00025	CDS	3552	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
SEQ_947_12.fa_00026	CDS	3624	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
SEQ_947_12.fa_00027	CDS	255	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
SEQ_947_12.fa_00028	CDS	414	rpsL		COG0048	30S ribosomal protein S12
SEQ_947_12.fa_00029	CDS	471	rpsG		COG0049	30S ribosomal protein S7
SEQ_947_12.fa_00030	CDS	2091	fusA		COG0480	Elongation factor G
SEQ_947_12.fa_00031	CDS	1188	tuf			Elongation factor Tu
SEQ_947_12.fa_00032	CDS	1206	amaA_1	3.5.1.14		N-acyl-L-amino acid amidohydrolase
SEQ_947_12.fa_00033	CDS	1191		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
SEQ_947_12.fa_00034	CDS	444				hypothetical protein
SEQ_947_12.fa_00035	CDS	2895	epsJ_1	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
SEQ_947_12.fa_00036	CDS	573	aaaT_1	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
SEQ_947_12.fa_00037	CDS	507				hypothetical protein
SEQ_947_12.fa_00038	CDS	705	scoA	2.8.3.5	COG1788	Succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
SEQ_947_12.fa_00039	CDS	648	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
SEQ_947_12.fa_00040	CDS	777	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
SEQ_947_12.fa_00041	CDS	420				hypothetical protein
SEQ_947_12.fa_00042	CDS	963	arcB_1	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
SEQ_947_12.fa_00043	CDS	885	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
SEQ_947_12.fa_00044	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
SEQ_947_12.fa_00045	CDS	597	isaB_1			Immunodominant staphylococcal antigen B
SEQ_947_12.fa_00046	CDS	849	blaZ	3.5.2.6		Beta-lactamase
SEQ_947_12.fa_00047	CDS	876	gltC_1			HTH-type transcriptional regulator GltC
SEQ_947_12.fa_00048	CDS	945	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
SEQ_947_12.fa_00049	CDS	618	kdgA		COG0800	KHG/KDPG aldolase
SEQ_947_12.fa_00050	CDS	972	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
SEQ_947_12.fa_00051	CDS	1038			COG1638	Solute-binding protein
SEQ_947_12.fa_00052	CDS	510	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
SEQ_947_12.fa_00053	CDS	1296	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
SEQ_947_12.fa_00054	CDS	1407	uxaC	5.3.1.12	COG1904	Uronate isomerase
SEQ_947_12.fa_00055	CDS	1032	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
SEQ_947_12.fa_00056	CDS	825	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
SEQ_947_12.fa_00057	CDS	1722		3.6.3.-		Putative multidrug export ATP-binding/permease protein
SEQ_947_12.fa_00058	CDS	1629	araB	2.7.1.16	COG1069	Ribulokinase
SEQ_947_12.fa_00059	CDS	1224	mntH_1		COG1914	Divalent metal cation transporter MntH
SEQ_947_12.fa_00060	CDS	945	speB	3.5.3.11	COG0010	Agmatinase
SEQ_947_12.fa_00061	CDS	1245	gluD_1	1.4.1.2		NAD-specific glutamate dehydrogenase
SEQ_947_12.fa_00062	CDS	1338	rocC		COG0833	Amino-acid permease RocC
SEQ_947_12.fa_00063	CDS	903	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
SEQ_947_12.fa_00064	CDS	1008	des	1.14.19.-	COG3239	Fatty acid desaturase
SEQ_947_12.fa_00065	CDS	486				hypothetical protein
SEQ_947_12.fa_00066	CDS	237				hypothetical protein
SEQ_947_12.fa_00067	CDS	957				putative epimerase/dehydratase
SEQ_947_12.fa_00068	CDS	1077	ilvE	2.6.1.42		putative branched-chain-amino-acid aminotransferase
SEQ_947_12.fa_00069	CDS	984	yhdN_1	1.1.1.-	COG0667	Aldo-keto reductase YhdN
SEQ_947_12.fa_00070	CDS	741				hypothetical protein
SEQ_947_12.fa_00071	CDS	324	lrpC		COG1522	HTH-type transcriptional regulator LrpC
SEQ_947_12.fa_00072	CDS	762				hypothetical protein
SEQ_947_12.fa_00073	CDS	315	isdG	1.14.99.3		Heme oxygenase (staphylobilin-producing)
SEQ_947_12.fa_00074	CDS	822		3.-.-.-		putative hydrolase
SEQ_947_12.fa_00075	CDS	354	hxlR		COG1733	HTH-type transcriptional activator HxlR
SEQ_947_12.fa_00076	CDS	966		1.13.12.16	COG2070	Nitronate monooxygenase
SEQ_947_12.fa_00077	CDS	612	frp	1.5.1.38		NADPH-flavin oxidoreductase
SEQ_947_12.fa_00078	CDS	150				hypothetical protein
SEQ_947_12.fa_00079	CDS	516				hypothetical protein
SEQ_947_12.fa_00080	CDS	981	fabHB	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2
SEQ_947_12.fa_00081	CDS	243				hypothetical protein
SEQ_947_12.fa_00082	CDS	594				hypothetical protein
SEQ_947_12.fa_00083	CDS	414				hypothetical protein
SEQ_947_12.fa_00084	CDS	918	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
SEQ_947_12.fa_00085	CDS	819	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
SEQ_947_12.fa_00086	CDS	933	ldh	1.1.1.27		L-lactate dehydrogenase
SEQ_947_12.fa_00087	CDS	1866	manR_1		COG1762	Transcriptional regulator ManR
SEQ_947_12.fa_00088	CDS	1965	manP		COG1299	PTS system mannose-specific EIIBCA component
SEQ_947_12.fa_00089	CDS	936	manA_1	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
SEQ_947_12.fa_00090	CDS	897	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
SEQ_947_12.fa_00091	CDS	459				hypothetical protein
SEQ_947_12.fa_00092	CDS	753	yjjP_1		COG2966	Inner membrane protein YjjP
SEQ_947_12.fa_00093	CDS	1287	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
SEQ_947_12.fa_00094	CDS	900	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
SEQ_947_12.fa_00095	CDS	1146	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
SEQ_947_12.fa_00096	CDS	471	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
SEQ_947_12.fa_00097	CDS	1083				hypothetical protein
SEQ_947_12.fa_00098	CDS	207				hypothetical protein
SEQ_947_12.fa_00099	CDS	843	ureD1		COG0829	Urease accessory protein UreD
SEQ_947_12.fa_00100	CDS	615	ureG			Urease accessory protein UreG
SEQ_947_12.fa_00101	CDS	690	ureF		COG0830	Urease accessory protein UreF
SEQ_947_12.fa_00102	CDS	453	ureE			Urease accessory protein UreE
SEQ_947_12.fa_00103	CDS	1716	ureC	3.5.1.5		Urease subunit alpha
SEQ_947_12.fa_00104	CDS	414	ureB	3.5.1.5	COG0832	Urease subunit beta
SEQ_947_12.fa_00105	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
SEQ_947_12.fa_00106	CDS	906			COG4413	Urea transporter
SEQ_947_12.fa_00107	CDS	1479	gsiB		COG0747	Glutathione-binding protein GsiB
SEQ_947_12.fa_00108	CDS	978	nikB		COG0601	Nickel transport system permease protein NikB
SEQ_947_12.fa_00109	CDS	822	gsiD		COG1173	Glutathione transport system permease protein GsiD
SEQ_947_12.fa_00110	CDS	780	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
SEQ_947_12.fa_00111	CDS	690	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
SEQ_947_12.fa_00112	CDS	918	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
SEQ_947_12.fa_00113	CDS	1467	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
SEQ_947_12.fa_00114	CDS	411				hypothetical protein
SEQ_947_12.fa_00115	CDS	381				hypothetical protein
SEQ_947_12.fa_00116	CDS	810	ybiV_1	3.1.3.23	COG0561	Sugar phosphatase YbiV
SEQ_947_12.fa_00117	CDS	423				hypothetical protein
SEQ_947_12.fa_00118	CDS	1065	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
SEQ_947_12.fa_00119	CDS	858				hypothetical protein
SEQ_947_12.fa_00120	CDS	234				hypothetical protein
SEQ_947_12.fa_00121	CDS	972			COG2141	putative protein
SEQ_947_12.fa_00122	CDS	795	gseA	3.4.21.19	COG3591	Glutamyl endopeptidase
SEQ_947_12.fa_00123	CDS	564				hypothetical protein
SEQ_947_12.fa_00124	CDS	939	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
SEQ_947_12.fa_00125	CDS	582	lytM_1	3.4.24.75	COG0739	Glycyl-glycine endopeptidase LytM
SEQ_947_12.fa_00126	CDS	654	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
SEQ_947_12.fa_00127	CDS	354				hypothetical protein
SEQ_947_12.fa_00128	CDS	429				hypothetical protein
SEQ_947_12.fa_00129	CDS	1044				hypothetical protein
SEQ_947_12.fa_00130	CDS	738	isaA_1	3.2.-.-		putative transglycosylase IsaA
SEQ_947_12.fa_00131	CDS	1158	bacF	2.6.1.-	COG0436	Transaminase BacF
SEQ_947_12.fa_00132	CDS	1005	ldhD	1.1.1.28		D-lactate dehydrogenase
SEQ_947_12.fa_00133	CDS	207	copZ		COG2608	Copper chaperone CopZ
SEQ_947_12.fa_00134	CDS	2385	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
SEQ_947_12.fa_00135	CDS	1452	dauA		COG0659	C4-dicarboxylic acid transporter DauA
SEQ_947_12.fa_00136	CDS	762	bceA		COG1136	Bacitracin export ATP-binding protein BceA
SEQ_947_12.fa_00137	CDS	1890	bceB		COG0577	Bacitracin export permease protein BceB
SEQ_947_12.fa_00138	CDS	870	ydaD	1.-.-.-		General stress protein 39
SEQ_947_12.fa_00139	CDS	630			COG1136	putative ABC transporter ATP-binding protein
SEQ_947_12.fa_00140	CDS	312				hypothetical protein
SEQ_947_12.fa_00141	CDS	1347				hypothetical protein
SEQ_947_12.fa_00142	CDS	531				hypothetical protein
SEQ_947_12.fa_00143	CDS	255				hypothetical protein
SEQ_947_12.fa_00144	CDS	207				hypothetical protein
SEQ_947_12.fa_00145	CDS	1422	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
SEQ_947_12.fa_00146	CDS	1197				hypothetical protein
SEQ_947_12.fa_00147	CDS	561		2.3.1.-	COG0110	Putative acetyltransferase
SEQ_947_12.fa_00148	CDS	1017				hypothetical protein
SEQ_947_12.fa_00149	CDS	786		4.2.1.-	COG4336	Putative hydro-lyase
SEQ_947_12.fa_00150	CDS	1707	ectT			Ectoine/hydroxyectoine transporter
SEQ_947_12.fa_00151	CDS	621				hypothetical protein
SEQ_947_12.fa_00152	CDS	1071	icaC		COG3936	putative poly-beta-1,6-N-acetyl-D-glucosamine export protein
SEQ_947_12.fa_00153	CDS	1545	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
SEQ_947_12.fa_00154	CDS	552				hypothetical protein
SEQ_947_12.fa_00155	CDS	2529	ydfJ		COG2409	Membrane protein YdfJ
SEQ_947_12.fa_00156	CDS	1578	rhaS_1			HTH-type transcriptional activator RhaS
SEQ_947_12.fa_00157	CDS	1389	norB_1			Quinolone resistance protein NorB
SEQ_947_12.fa_00158	CDS	1176	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
SEQ_947_12.fa_00159	CDS	465				hypothetical protein
SEQ_947_12.fa_00160	CDS	693	ybbA		COG2819	putative protein YbbA
SEQ_947_12.fa_00161	CDS	1206	norB_2		COG0477	Quinolone resistance protein NorB
SEQ_947_12.fa_00162	CDS	300				hypothetical protein
SEQ_947_12.fa_00163	CDS	534	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
SEQ_947_12.fa_00164	CDS	1572	opuD_1		COG1292	Glycine betaine transporter OpuD
SEQ_947_12.fa_00165	CDS	1170	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
SEQ_947_12.fa_00166	CDS	1155		2.3.1.9		putative acetyl-CoA acyltransferase
SEQ_947_12.fa_00167	CDS	1281	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
SEQ_947_12.fa_00168	CDS	975		3.1.1.-	COG3386	Lactonase drp35
SEQ_947_12.fa_00169	CDS	1473	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
SEQ_947_12.fa_00170	CDS	876	cynR_1			HTH-type transcriptional regulator CynR
SEQ_947_12.fa_00171	CDS	387	cidA		COG1380	Holin-like protein CidA
SEQ_947_12.fa_00172	CDS	687	cidB		COG1346	Holin-like protein CidB
SEQ_947_12.fa_00173	CDS	1743	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
SEQ_947_12.fa_00174	CDS	369	cadC_1			Cadmium resistance transcriptional regulatory protein CadC
SEQ_947_12.fa_00175	CDS	2175	cadA	3.6.3.3		Cadmium-transporting ATPase
SEQ_947_12.fa_00176	CDS	1395				hypothetical protein
SEQ_947_12.fa_00177	CDS	2088	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
SEQ_947_12.fa_00178	CDS	405	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
SEQ_947_12.fa_00179	CDS	522	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
SEQ_947_12.fa_00180	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
SEQ_947_12.fa_00181	CDS	327				hypothetical protein
SEQ_947_12.fa_00182	CDS	120				hypothetical protein
SEQ_947_12.fa_00183	CDS	333				hypothetical protein
SEQ_947_12.fa_00184	CDS	195	aaaT_2	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
SEQ_947_12.fa_00185	CDS	975	lipR_1	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
SEQ_947_12.fa_00186	CDS	1155	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
SEQ_947_12.fa_00187	CDS	327				hypothetical protein
SEQ_947_12.fa_00188	CDS	1158	capB			Capsule biosynthesis protein CapB
SEQ_947_12.fa_00189	CDS	453	capC			Capsule biosynthesis protein CapC
SEQ_947_12.fa_00190	CDS	1071	capA_1			Capsule biosynthesis protein CapA
SEQ_947_12.fa_00191	CDS	159				hypothetical protein
SEQ_947_12.fa_00192	CDS	1650	capD	2.3.2.-		Capsule biosynthesis protein CapD proenzyme
SEQ_947_12.fa_00193	CDS	717	tarI_1	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase 1
SEQ_947_12.fa_00194	CDS	1029	tarJ_1	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
SEQ_947_12.fa_00195	CDS	1125	tarL_1	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
SEQ_947_12.fa_00196	CDS	558	tarL_2	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
SEQ_947_12.fa_00197	CDS	1302	epsJ_2	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
SEQ_947_12.fa_00198	CDS	408				hypothetical protein
SEQ_947_12.fa_00199	CDS	2091				hypothetical protein
SEQ_947_12.fa_00200	CDS	264				hypothetical protein
SEQ_947_12.fa_00201	CDS	675		3.8.1.2		2-haloalkanoic acid dehalogenase
SEQ_947_12.fa_00202	CDS	504		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
SEQ_947_12.fa_00203	CDS	600				hypothetical protein
SEQ_947_12.fa_00204	CDS	669	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
SEQ_947_12.fa_00205	CDS	798	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
SEQ_947_12.fa_00206	CDS	873	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
SEQ_947_12.fa_00207	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
SEQ_947_12.fa_00208	CDS	1167	sglT			Sodium/glucose cotransporter
SEQ_947_12.fa_00209	CDS	372				hypothetical protein
SEQ_947_12.fa_00210	CDS	807	ybiV_2	3.1.3.23	COG0561	Sugar phosphatase YbiV
SEQ_947_12.fa_00211	CDS	657		1.-.-.-		Putative NAD(P)H nitroreductase
SEQ_947_12.fa_00212	CDS	813	catE_1	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
SEQ_947_12.fa_00213	CDS	546				hypothetical protein
SEQ_947_12.fa_00214	CDS	1782	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
SEQ_947_12.fa_00215	CDS	1764	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
SEQ_947_12.fa_00216	CDS	279	yjdJ		COG2388	putative protein YjdJ
SEQ_947_12.fa_00217	CDS	996	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
SEQ_947_12.fa_00218	CDS	1425	aldA_1	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
SEQ_947_12.fa_00219	CDS	435	mhqR		COG1846	HTH-type transcriptional regulator MhqR
SEQ_947_12.fa_00220	CDS	957	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
SEQ_947_12.fa_00221	CDS	900	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
SEQ_947_12.fa_00222	CDS	594	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
SEQ_947_12.fa_00223	CDS	1059				hypothetical protein
SEQ_947_12.fa_00224	CDS	1800	nhaP			K(+)/H(+) antiporter NhaP
SEQ_947_12.fa_00225	CDS	1953	fbp	3.1.3.11		Fructose-1,6-bisphosphatase class 3
SEQ_947_12.fa_00226	CDS	1551	putP_1		COG0591	Sodium/proline symporter
SEQ_947_12.fa_00227	CDS	285	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
SEQ_947_12.fa_00228	CDS	699	aldC_1	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
SEQ_947_12.fa_00229	CDS	1467	yccS		COG1289	Inner membrane protein YccS
SEQ_947_12.fa_00230	CDS	504				hypothetical protein
SEQ_947_12.fa_00231	CDS	1230				hypothetical protein
SEQ_947_12.fa_00232	CDS	1173				hypothetical protein
SEQ_947_12.fa_00233	CDS	414				hypothetical protein
SEQ_947_12.fa_00234	CDS	696	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
SEQ_947_12.fa_00235	CDS	681	rspR_1		COG1802	HTH-type transcriptional repressor RspR
SEQ_947_12.fa_00236	CDS	1551	xylB_1	2.7.1.17	COG1070	Xylulose kinase
SEQ_947_12.fa_00237	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
SEQ_947_12.fa_00238	CDS	1152				hypothetical protein
SEQ_947_12.fa_00239	CDS	1215	araC_1			Arabinose operon regulatory protein
SEQ_947_12.fa_00240	CDS	1404	yjmB		COG2211	putative symporter YjmB
SEQ_947_12.fa_00241	CDS	1794	uidA	3.2.1.31	COG3250	Beta-glucuronidase
SEQ_947_12.fa_00242	CDS	1725	nag3	3.2.1.21	COG1472	Beta-N-acetylglucosaminidase/beta-glucosidase
SEQ_947_12.fa_00243	CDS	846				hypothetical protein
SEQ_947_12.fa_00244	CDS	186				hypothetical protein
SEQ_947_12.fa_00245	CDS	270				hypothetical protein
SEQ_947_12.fa_00246	CDS	705		1.-.-.-		putative oxidoreductase
SEQ_947_12.fa_00247	CDS	501	mshD_1	2.3.1.189		Mycothiol acetyltransferase
SEQ_947_12.fa_00248	CDS	369				hypothetical protein
SEQ_947_12.fa_00249	CDS	936	fhuD_2		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
SEQ_947_12.fa_00250	CDS	630	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
SEQ_947_12.fa_00251	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
SEQ_947_12.fa_00252	CDS	705	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
SEQ_947_12.fa_00253	CDS	576	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
SEQ_947_12.fa_00254	CDS	579	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
SEQ_947_12.fa_00255	CDS	1005	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
SEQ_947_12.fa_00256	CDS	1266	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
SEQ_947_12.fa_00257	CDS	618	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
SEQ_947_12.fa_00258	CDS	816	hisZ			ATP phosphoribosyltransferase regulatory subunit
SEQ_947_12.fa_00259	CDS	1302	dsdA	4.3.1.18	COG3048	D-serine dehydratase
SEQ_947_12.fa_00260	CDS	864				hypothetical protein
SEQ_947_12.fa_00261	CDS	2166	ppk	2.7.4.1	COG0855	Polyphosphate kinase
SEQ_947_12.fa_00262	CDS	1527	ppx	3.6.1.11	COG0248	Exopolyphosphatase
SEQ_947_12.fa_00263	CDS	1542	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
SEQ_947_12.fa_00264	CDS	1077	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
SEQ_947_12.fa_00265	CDS	519				hypothetical protein
SEQ_947_12.fa_00266	CDS	1587	gltB_1	1.4.1.13		Glutamate synthase [NADPH] large chain
SEQ_947_12.fa_00267	CDS	783				hypothetical protein
SEQ_947_12.fa_00268	CDS	648	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
SEQ_947_12.fa_00269	CDS	774	fetB		COG0390	putative iron export permease protein FetB
SEQ_947_12.fa_00270	CDS	1173	pbuE_1		COG2814	Purine efflux pump PbuE
SEQ_947_12.fa_00271	CDS	1374	yhdG_1		COG0531	putative amino acid permease YhdG
SEQ_947_12.fa_00272	CDS	600				hypothetical protein
SEQ_947_12.fa_00273	CDS	549	betI_1			HTH-type transcriptional regulator BetI
SEQ_947_12.fa_00274	CDS	891	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
SEQ_947_12.fa_00275	CDS	966	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
SEQ_947_12.fa_00276	CDS	474	lcdH_3	1.1.1.108		L-carnitine dehydrogenase
SEQ_947_12.fa_00277	CDS	1185	opuCA	3.6.3.32		Carnitine transport ATP-binding protein OpuCA
SEQ_947_12.fa_00278	CDS	636	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
SEQ_947_12.fa_00279	CDS	945	opuCC_1			Carnitine transport binding protein OpuCC
SEQ_947_12.fa_00280	CDS	690	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
SEQ_947_12.fa_00281	CDS	762		3.1.2.12	COG0627	S-formylglutathione hydrolase
SEQ_947_12.fa_00282	CDS	1047	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
SEQ_947_12.fa_00283	CDS	762	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
SEQ_947_12.fa_00284	CDS	960	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
SEQ_947_12.fa_00285	CDS	741	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
SEQ_947_12.fa_00286	CDS	513				hypothetical protein
SEQ_947_12.fa_00287	CDS	1620	rocB		COG4187	Protein RocB
SEQ_947_12.fa_00288	CDS	441	yhaH_1		COG3152	Inner membrane protein YhaH
SEQ_947_12.fa_00289	CDS	705				hypothetical protein
SEQ_947_12.fa_00290	CDS	927				hypothetical protein
SEQ_947_12.fa_00291	CDS	645	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
SEQ_947_12.fa_00292	CDS	501	mshD_2	2.3.1.189		Mycothiol acetyltransferase
SEQ_947_12.fa_00293	CDS	819	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
SEQ_947_12.fa_00294	CDS	240				hypothetical protein
SEQ_947_12.fa_00295	CDS	465				hypothetical protein
SEQ_947_12.fa_00296	CDS	1209	bcr_1			Bicyclomycin resistance protein
SEQ_947_12.fa_00297	CDS	381				hypothetical protein
SEQ_947_12.fa_00298	CDS	870	fieF		COG0053	Ferrous-iron efflux pump FieF
SEQ_947_12.fa_00299	CDS	369	isaA_2	3.2.-.-		putative transglycosylase IsaA
SEQ_947_12.fa_00300	CDS	687	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
SEQ_947_12.fa_00301	CDS	774				hypothetical protein
SEQ_947_12.fa_00302	CDS	696	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
SEQ_947_12.fa_00303	CDS	105				hypothetical protein
SEQ_947_12.fa_00304	CDS	1446	emrB_1			Multidrug export protein EmrB
