locus_tag	ftype	length_bp	gene	EC_number	COG	product
SEQ_BC9.fa_00041	CDS	1395	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
SEQ_BC9.fa_00042	CDS	558	ydeN_1	3.-.-.-	COG3545	Putative hydrolase YdeN
SEQ_BC9.fa_00043	tRNA	72				tRNA-Met(cat)
SEQ_BC9.fa_00044	tRNA	76				tRNA-Asp(gtc)
SEQ_BC9.fa_00045	tRNA	75				tRNA-Phe(gaa)
SEQ_BC9.fa_00046	tRNA	76				tRNA-His(gtg)
SEQ_BC9.fa_00047	tRNA	74				tRNA-Gly(tcc)
SEQ_BC9.fa_00048	CDS	96				hypothetical protein
SEQ_BC9.fa_00049	CDS	198				hypothetical protein
SEQ_BC9.fa_00050	CDS	939				hypothetical protein
SEQ_BC9.fa_00051	CDS	771				hypothetical protein
SEQ_BC9.fa_00052	CDS	1995				hypothetical protein
SEQ_BC9.fa_00053	CDS	2130			COG1705	N-acetylmuramoyl-L-alanine amidase domain-containing protein
SEQ_BC9.fa_00054	CDS	2850	yueB		COG1511	ESX secretion system protein YueB
SEQ_BC9.fa_00055	CDS	456				hypothetical protein
SEQ_BC9.fa_00056	CDS	1488	aldA_1	1.2.1.3		Putative aldehyde dehydrogenase AldA
SEQ_BC9.fa_00057	CDS	738	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
SEQ_BC9.fa_00058	CDS	840	mntB_1			Manganese transport system membrane protein MntB
SEQ_BC9.fa_00059	CDS	954	mntA_1		COG0803	Manganese-binding lipoprotein MntA
SEQ_BC9.fa_00060	CDS	1884	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
SEQ_BC9.fa_00061	CDS	177				hypothetical protein
SEQ_BC9.fa_00062	CDS	357				hypothetical protein
SEQ_BC9.fa_00063	CDS	339	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
SEQ_BC9.fa_00064	CDS	633		4.1.2.43		3-hexulose-6-phosphate synthase
SEQ_BC9.fa_00065	CDS	549	hxlB_1	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
SEQ_BC9.fa_00066	CDS	195				hypothetical protein
SEQ_BC9.fa_00067	CDS	915	tagU_1	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
SEQ_BC9.fa_00068	CDS	591				hypothetical protein
SEQ_BC9.fa_00069	CDS	1182	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
SEQ_BC9.fa_00070	CDS	612	bin3_1			Putative transposon Tn552 DNA-invertase bin3
SEQ_BC9.fa_00071	CDS	732		2.1.1.-		putative methyltransferase
SEQ_BC9.fa_00072	CDS	300				hypothetical protein
SEQ_BC9.fa_00073	CDS	303				hypothetical protein
SEQ_BC9.fa_00074	CDS	240	hin_1		COG1961	DNA-invertase hin
SEQ_BC9.fa_00075	CDS	276	hin_2		COG1961	DNA-invertase hin
SEQ_BC9.fa_00076	CDS	1038	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
SEQ_BC9.fa_00077	CDS	513			COG0693	putative protein
SEQ_BC9.fa_00078	CDS	402	hxlR_2		COG1733	HTH-type transcriptional activator HxlR
SEQ_BC9.fa_00079	CDS	348	hxlR_3		COG1733	HTH-type transcriptional activator HxlR
SEQ_BC9.fa_00080	CDS	1425	aldA_2	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
SEQ_BC9.fa_00081	CDS	918				hypothetical protein
SEQ_BC9.fa_00082	CDS	1194	ydhC			Inner membrane transport protein YdhC
SEQ_BC9.fa_00083	CDS	450	adcR			Transcriptional regulator AdcR
SEQ_BC9.fa_00084	CDS	699		2.3.2.22		Cyclo(L-leucyl-L-leucyl) synthase
SEQ_BC9.fa_00085	CDS	1203	cypX	1.14.15.13	COG2124	Pulcherriminic acid synthase
SEQ_BC9.fa_00086	CDS	486				hypothetical protein
SEQ_BC9.fa_00087	CDS	435				hypothetical protein
SEQ_BC9.fa_00088	CDS	381				hypothetical protein
SEQ_BC9.fa_00089	CDS	990				hypothetical protein
SEQ_BC9.fa_00090	CDS	432				hypothetical protein
SEQ_BC9.fa_00091	CDS	609				hypothetical protein
SEQ_BC9.fa_00092	CDS	513	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
SEQ_BC9.fa_00093	CDS	591	ydeA	3.2.-.-	COG0693	putative protease YdeA
SEQ_BC9.fa_00094	CDS	573	repB			Replication protein RepB
SEQ_BC9.fa_00095	CDS	144	copG			Protein CopG
SEQ_BC9.fa_00096	CDS	945				hypothetical protein
SEQ_BC9.fa_00097	CDS	939	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
SEQ_BC9.fa_00098	CDS	582	lytM_1	3.4.24.75	COG0739	Glycyl-glycine endopeptidase LytM
SEQ_BC9.fa_00099	CDS	654	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
SEQ_BC9.fa_00100	CDS	354				hypothetical protein
SEQ_BC9.fa_00101	CDS	429				hypothetical protein
SEQ_BC9.fa_00102	CDS	1044				hypothetical protein
SEQ_BC9.fa_00103	CDS	759	isaA_1	3.2.-.-		putative transglycosylase IsaA
SEQ_BC9.fa_00104	CDS	1158	bacF	2.6.1.-	COG0436	Transaminase BacF
SEQ_BC9.fa_00105	CDS	1005	ldhD	1.1.1.28		D-lactate dehydrogenase
SEQ_BC9.fa_00106	CDS	207	copZ_1		COG2608	Copper chaperone CopZ
SEQ_BC9.fa_00107	CDS	2385	copA_1	3.6.3.54	COG2217	Copper-exporting P-type ATPase
SEQ_BC9.fa_00108	CDS	1452	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
SEQ_BC9.fa_00109	CDS	762	bceA		COG1136	Bacitracin export ATP-binding protein BceA
SEQ_BC9.fa_00110	CDS	1890	bceB		COG0577	Bacitracin export permease protein BceB
SEQ_BC9.fa_00111	CDS	870	ydaD	1.-.-.-		General stress protein 39
SEQ_BC9.fa_00112	CDS	657	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
SEQ_BC9.fa_00113	CDS	312				hypothetical protein
SEQ_BC9.fa_00114	CDS	1950				hypothetical protein
SEQ_BC9.fa_00115	CDS	255				hypothetical protein
SEQ_BC9.fa_00116	CDS	207				hypothetical protein
SEQ_BC9.fa_00117	CDS	1422	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
SEQ_BC9.fa_00118	CDS	1197				hypothetical protein
SEQ_BC9.fa_00119	CDS	561		2.3.1.-		Putative acetyltransferase
SEQ_BC9.fa_00120	CDS	1017				hypothetical protein
SEQ_BC9.fa_00121	CDS	786		4.2.1.-	COG4336	Putative hydro-lyase
SEQ_BC9.fa_00122	CDS	1707	ectT			Ectoine/hydroxyectoine transporter
SEQ_BC9.fa_00123	CDS	618				hypothetical protein
SEQ_BC9.fa_00124	CDS	1071	icaC_1		COG3936	putative poly-beta-1,6-N-acetyl-D-glucosamine export protein
SEQ_BC9.fa_00125	CDS	1545	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
SEQ_BC9.fa_00126	CDS	552				hypothetical protein
SEQ_BC9.fa_00127	CDS	2529	ydfJ		COG2409	Membrane protein YdfJ
SEQ_BC9.fa_00128	CDS	1176	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
SEQ_BC9.fa_00129	CDS	465				hypothetical protein
SEQ_BC9.fa_00130	CDS	693	ybbA		COG2819	putative protein YbbA
SEQ_BC9.fa_00131	CDS	1386	norB_1		COG0477	Quinolone resistance protein NorB
SEQ_BC9.fa_00132	CDS	300				hypothetical protein
SEQ_BC9.fa_00133	CDS	534	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
SEQ_BC9.fa_00134	CDS	1587	opuD_1		COG1292	Glycine betaine transporter OpuD
SEQ_BC9.fa_00135	tRNA	90				tRNA-Ser(gga)
SEQ_BC9.fa_00136	CDS	441	ahpD	1.11.1.15		Alkyl hydroperoxide reductase AhpD
SEQ_BC9.fa_00137	CDS	564				hypothetical protein
SEQ_BC9.fa_00138	CDS	1326	blaSE	3.4.21.19	COG3591	Glutamyl endopeptidase
SEQ_BC9.fa_00139	CDS	273				hypothetical protein
SEQ_BC9.fa_00140	CDS	1002	kfoC			Chondroitin synthase
SEQ_BC9.fa_00141	CDS	1389	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
SEQ_BC9.fa_00142	CDS	1005	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
SEQ_BC9.fa_00143	CDS	237	yidD		COG0759	Putative membrane protein insertion efficiency factor
SEQ_BC9.fa_00144	CDS	471	ytkD	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase YtkD
SEQ_BC9.fa_00145	CDS	795				hypothetical protein
SEQ_BC9.fa_00146	CDS	1590	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
SEQ_BC9.fa_00147	CDS	1197	metK	2.5.1.6		S-adenosylmethionine synthase
SEQ_BC9.fa_00148	CDS	909				hypothetical protein
SEQ_BC9.fa_00149	CDS	837	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
SEQ_BC9.fa_00150	CDS	357	crcB_1		COG0239	Putative fluoride ion transporter CrcB
SEQ_BC9.fa_00151	CDS	366	crcB_2		COG0239	Putative fluoride ion transporter CrcB
SEQ_BC9.fa_00152	CDS	306				hypothetical protein
SEQ_BC9.fa_00153	CDS	714	tal	2.2.1.2	COG0176	Transaldolase
SEQ_BC9.fa_00154	CDS	636	mfpA		COG1357	Pentapeptide repeat protein MfpA
SEQ_BC9.fa_00155	CDS	450				hypothetical protein
SEQ_BC9.fa_00156	CDS	423				hypothetical protein
SEQ_BC9.fa_00157	CDS	465	sigS		COG1595	RNA polymerase sigma factor SigS
SEQ_BC9.fa_00158	CDS	225				hypothetical protein
SEQ_BC9.fa_00159	CDS	852	atl_1		COG4193	Bifunctional autolysin
SEQ_BC9.fa_00160	CDS	927	opuCC_1			Carnitine transport binding protein OpuCC
SEQ_BC9.fa_00161	CDS	1470				hypothetical protein
SEQ_BC9.fa_00162	CDS	1044	ribD		COG0117	Riboflavin biosynthesis protein RibD
SEQ_BC9.fa_00163	CDS	633	ribE	2.5.1.9	COG0307	Riboflavin synthase
SEQ_BC9.fa_00164	CDS	1182	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
SEQ_BC9.fa_00165	CDS	459	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
SEQ_BC9.fa_00166	CDS	1002	fadM	1.5.5.2		Proline dehydrogenase 1
SEQ_BC9.fa_00167	CDS	825	ytpA	3.1.1.-	COG2267	Phospholipase YtpA
SEQ_BC9.fa_00168	CDS	165				hypothetical protein
SEQ_BC9.fa_00169	CDS	957	ldhA	1.1.1.27		L-lactate dehydrogenase 1
SEQ_BC9.fa_00170	CDS	402	rot			HTH-type transcriptional regulator rot
SEQ_BC9.fa_00171	CDS	561	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
SEQ_BC9.fa_00172	CDS	954	bioB_1	2.8.1.6		Biotin synthase
SEQ_BC9.fa_00173	CDS	1170	mdtH			Multidrug resistance protein MdtH
SEQ_BC9.fa_00174	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
SEQ_BC9.fa_00175	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
SEQ_BC9.fa_00176	CDS	741	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
SEQ_BC9.fa_00177	CDS	960	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
SEQ_BC9.fa_00178	CDS	762	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
SEQ_BC9.fa_00179	CDS	1050	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
SEQ_BC9.fa_00180	CDS	762		3.1.2.12	COG0627	S-formylglutathione hydrolase
SEQ_BC9.fa_00181	CDS	690	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
SEQ_BC9.fa_00182	CDS	945	opuCC_2			Carnitine transport binding protein OpuCC
SEQ_BC9.fa_00183	CDS	636	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
SEQ_BC9.fa_00184	CDS	1185	opuCA	3.6.3.32		Carnitine transport ATP-binding protein OpuCA
SEQ_BC9.fa_00185	CDS	474	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
SEQ_BC9.fa_00186	CDS	966	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
SEQ_BC9.fa_00187	CDS	891	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
SEQ_BC9.fa_00188	CDS	549	betI			HTH-type transcriptional regulator BetI
SEQ_BC9.fa_00189	CDS	597				hypothetical protein
SEQ_BC9.fa_00190	CDS	1374	yhdG_1		COG0531	putative amino acid permease YhdG
SEQ_BC9.fa_00191	CDS	1173	pbuE_1		COG2814	Purine efflux pump PbuE
SEQ_BC9.fa_00192	CDS	774	fetB		COG0390	putative iron export permease protein FetB
SEQ_BC9.fa_00193	CDS	648	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
SEQ_BC9.fa_00194	CDS	783				hypothetical protein
SEQ_BC9.fa_00195	CDS	1587	gltB_1	1.4.1.13		Glutamate synthase [NADPH] large chain
SEQ_BC9.fa_00196	CDS	519				hypothetical protein
SEQ_BC9.fa_00197	CDS	1077	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
SEQ_BC9.fa_00198	CDS	1542	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
SEQ_BC9.fa_00199	CDS	1527	ppx	3.6.1.11	COG0248	Exopolyphosphatase
SEQ_BC9.fa_00200	CDS	2160	ppk	2.7.4.1	COG0855	Polyphosphate kinase
SEQ_BC9.fa_00201	CDS	864				hypothetical protein
SEQ_BC9.fa_00202	CDS	1302	dsdA	4.3.1.18	COG3048	D-serine dehydratase
SEQ_BC9.fa_00203	CDS	816	hisZ			ATP phosphoribosyltransferase regulatory subunit
SEQ_BC9.fa_00204	CDS	618	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
SEQ_BC9.fa_00205	CDS	1266	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
SEQ_BC9.fa_00206	CDS	1005	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
SEQ_BC9.fa_00207	CDS	579	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
SEQ_BC9.fa_00208	CDS	576	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
SEQ_BC9.fa_00209	CDS	705	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
SEQ_BC9.fa_00210	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
SEQ_BC9.fa_00211	CDS	630	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
SEQ_BC9.fa_00212	CDS	936	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
SEQ_BC9.fa_00213	CDS	369				hypothetical protein
SEQ_BC9.fa_00214	CDS	186				hypothetical protein
SEQ_BC9.fa_00215	CDS	501	mshD_1	2.3.1.189		Mycothiol acetyltransferase
SEQ_BC9.fa_00216	CDS	705		1.-.-.-		putative oxidoreductase
SEQ_BC9.fa_00217	CDS	270				hypothetical protein
SEQ_BC9.fa_00218	CDS	186				hypothetical protein
SEQ_BC9.fa_00219	CDS	846				hypothetical protein
SEQ_BC9.fa_00220	CDS	1725	nag3	3.2.1.21	COG1472	Beta-N-acetylglucosaminidase/beta-glucosidase
SEQ_BC9.fa_00221	CDS	1794	uidA	3.2.1.31	COG3250	Beta-glucuronidase
SEQ_BC9.fa_00222	CDS	1404	yjmB		COG2211	putative symporter YjmB
SEQ_BC9.fa_00223	CDS	1215	araC			Arabinose operon regulatory protein
SEQ_BC9.fa_00224	CDS	1152				hypothetical protein
SEQ_BC9.fa_00225	CDS	1359	gntT_1		COG2610	High-affinity gluconate transporter
SEQ_BC9.fa_00226	CDS	1551	xylB_1	2.7.1.17	COG1070	Xylulose kinase
SEQ_BC9.fa_00227	CDS	681	rspR_1		COG1802	HTH-type transcriptional repressor RspR
SEQ_BC9.fa_00228	CDS	696	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
SEQ_BC9.fa_00229	CDS	414				hypothetical protein
SEQ_BC9.fa_00230	CDS	1173				hypothetical protein
SEQ_BC9.fa_00231	CDS	1230				hypothetical protein
SEQ_BC9.fa_00232	CDS	1917	yccS		COG1289	Inner membrane protein YccS
SEQ_BC9.fa_00233	CDS	699	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
SEQ_BC9.fa_00234	CDS	285	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
SEQ_BC9.fa_00235	CDS	1551	putP_1		COG0591	Sodium/proline symporter
SEQ_BC9.fa_00236	CDS	1953	fbp	3.1.3.11		Fructose-1,6-bisphosphatase class 3
SEQ_BC9.fa_00237	CDS	1800	nhaP			K(+)/H(+) antiporter NhaP
SEQ_BC9.fa_00238	CDS	1059				hypothetical protein
SEQ_BC9.fa_00239	CDS	594	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
SEQ_BC9.fa_00240	CDS	900	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
SEQ_BC9.fa_00241	CDS	957	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
SEQ_BC9.fa_00242	CDS	429	mhqR		COG1846	HTH-type transcriptional regulator MhqR
SEQ_BC9.fa_00243	CDS	1425	aldA_3	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
SEQ_BC9.fa_00244	CDS	984	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
SEQ_BC9.fa_00245	CDS	279	yjdJ		COG2388	putative protein YjdJ
SEQ_BC9.fa_00246	CDS	1764	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
SEQ_BC9.fa_00247	CDS	1782	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
SEQ_BC9.fa_00248	CDS	546				hypothetical protein
SEQ_BC9.fa_00249	CDS	813	catE_1	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
SEQ_BC9.fa_00250	CDS	657		1.-.-.-		Putative NAD(P)H nitroreductase
SEQ_BC9.fa_00251	CDS	807	ybiV_1	3.1.3.23	COG0561	Sugar phosphatase YbiV
SEQ_BC9.fa_00252	CDS	1539	sglT			Sodium/glucose cotransporter
SEQ_BC9.fa_00253	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
SEQ_BC9.fa_00254	CDS	873	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
SEQ_BC9.fa_00255	CDS	798	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
SEQ_BC9.fa_00256	CDS	669	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
SEQ_BC9.fa_00257	CDS	600				hypothetical protein
SEQ_BC9.fa_00258	CDS	504		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
SEQ_BC9.fa_00259	CDS	675		3.8.1.2		2-haloalkanoic acid dehalogenase
SEQ_BC9.fa_00260	CDS	264				hypothetical protein
SEQ_BC9.fa_00261	CDS	2091				hypothetical protein
SEQ_BC9.fa_00262	CDS	1725	epsJ_1	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
SEQ_BC9.fa_00263	CDS	1689	tarL	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
SEQ_BC9.fa_00264	CDS	1029	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
SEQ_BC9.fa_00265	CDS	717	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase 1
SEQ_BC9.fa_00266	CDS	1650	capD	2.3.2.-		Capsule biosynthesis protein CapD proenzyme
SEQ_BC9.fa_00267	CDS	159				hypothetical protein
SEQ_BC9.fa_00268	CDS	1071	capA_1			Capsule biosynthesis protein CapA
SEQ_BC9.fa_00269	CDS	453	capC			Capsule biosynthesis protein CapC
SEQ_BC9.fa_00270	CDS	1158	capB			Capsule biosynthesis protein CapB
SEQ_BC9.fa_00271	CDS	327				hypothetical protein
SEQ_BC9.fa_00272	CDS	1155	dapE_1	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
SEQ_BC9.fa_00273	CDS	975	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
SEQ_BC9.fa_00274	CDS	519	aaaT_1	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
SEQ_BC9.fa_00275	CDS	327				hypothetical protein
SEQ_BC9.fa_00276	CDS	975	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
SEQ_BC9.fa_00277	CDS	522	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
SEQ_BC9.fa_00278	CDS	549	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
SEQ_BC9.fa_00279	CDS	2034	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
SEQ_BC9.fa_00280	CDS	1395				hypothetical protein
SEQ_BC9.fa_00281	CDS	2172	cadA	3.6.3.3		Cadmium-transporting ATPase
SEQ_BC9.fa_00282	CDS	369	cadC_1			Cadmium resistance transcriptional regulatory protein CadC
SEQ_BC9.fa_00283	CDS	513				hypothetical protein
SEQ_BC9.fa_00284	CDS	1614	rocB		COG4187	Protein RocB
SEQ_BC9.fa_00285	CDS	441				hypothetical protein
SEQ_BC9.fa_00286	CDS	705				hypothetical protein
SEQ_BC9.fa_00287	CDS	927				hypothetical protein
SEQ_BC9.fa_00288	CDS	642	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
SEQ_BC9.fa_00289	CDS	501	paiA_1	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
SEQ_BC9.fa_00290	CDS	813	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
SEQ_BC9.fa_00291	CDS	615				hypothetical protein
SEQ_BC9.fa_00292	CDS	465				hypothetical protein
SEQ_BC9.fa_00293	CDS	1209	bcr_1			Bicyclomycin resistance protein
SEQ_BC9.fa_00294	CDS	381				hypothetical protein
SEQ_BC9.fa_00295	CDS	870	fieF		COG0053	Ferrous-iron efflux pump FieF
SEQ_BC9.fa_00296	CDS	378	isaA_2	3.2.-.-		putative transglycosylase IsaA
SEQ_BC9.fa_00297	CDS	687	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
SEQ_BC9.fa_00298	CDS	105				hypothetical protein
SEQ_BC9.fa_00299	CDS	1446	emrB_1			Multidrug export protein EmrB
SEQ_BC9.fa_00300	CDS	333				hypothetical protein
SEQ_BC9.fa_00301	CDS	369				hypothetical protein
SEQ_BC9.fa_00302	CDS	609	bdbD_1		COG1651	Disulfide bond formation protein D
SEQ_BC9.fa_00303	CDS	1557	zinT		COG3443	Metal-binding protein ZinT
SEQ_BC9.fa_00304	CDS	516				hypothetical protein
SEQ_BC9.fa_00305	CDS	771				hypothetical protein
SEQ_BC9.fa_00306	CDS	321				hypothetical protein
SEQ_BC9.fa_00307	CDS	594				hypothetical protein
SEQ_BC9.fa_00308	CDS	474				hypothetical protein
SEQ_BC9.fa_00309	CDS	177				hypothetical protein
SEQ_BC9.fa_00310	CDS	891	pigC_1	6.4.-.-		Prodigiosin synthesizing transferase PigC
SEQ_BC9.fa_00311	CDS	1320	ribZ_1			Riboflavin transporter RibZ
SEQ_BC9.fa_00312	CDS	1644	cmdD_1			Chondramide synthase cmdD
SEQ_BC9.fa_00313	CDS	585				hypothetical protein
SEQ_BC9.fa_00314	CDS	1443	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
SEQ_BC9.fa_00315	CDS	1896	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
SEQ_BC9.fa_00316	CDS	702	yydK		COG2188	putative HTH-type transcriptional regulator YydK
SEQ_BC9.fa_00317	CDS	402	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
SEQ_BC9.fa_00318	CDS	819	nirC		COG2116	Nitrite transporter NirC
